Funding,Sin,type,Rep,LAB,QCBatch,strMAT,LabSam,Vol,Proportion,DryWt,WetWt,AnalysisType,Catno,C12d26,C16d34,C20d42,C24d50,C30d64,Units,C9ALK,C10ALK,C11ALK,C12ALK,C13ALK,C14ALK,C15ALK,C16ALK,C17ALK,PRISTANE,C18ALK,PHYTANE,C19ALK,C20ALK,C21ALK,C22ALK,C23ALK,C24ALK,C25ALK,C26ALK,C27ALK,C28ALK,C29ALK,C30ALK,C31ALK,C32ALK,C33ALK,C34ALK,C35ALK,C36ALK,TOTALKANES,UCM,comment
EVOSTC,-902,QC,1,ABL,W102390,,,,,,1,,NMFS_000,15.36,45.18,79.72,87.75,88.3,,0,5799.45,7115.06,10956.51,15395.75,6702.73,8123.46,11290.31,14661.78,15357.41,10569.87,51.86,10422.25,10096.19,10345.08,10734.76,9798.41,10298.19,9695.16,9626.83,4097.23,10516.27,9498.73,10178.54,0,10167.93,0,10776.32,0,0,242657.297,7941.51,
EVOSTC,-902,QC,1,ABL,L012391,,,,,,1,,NMFS_000,40.92,68.9,88.56,92.25,96.22,,0,9023.87,9666.23,11304.71,12642,8743.16,9499.99,11965.9,13658.33,14620.37,12613.31,83.68,11554.32,10535.58,10350.22,11261.91,10094.01,10558.76,10024.53,10042.29,4297.99,10852,9863.48,10519.27,0,10026.63,0,10198.68,0,0,254893.703,0,
EVOSTC,-902,QC,1,ABL,W101090,,,,,,1,,NMFS_000,44.39,77.84,89.25,86.86,86.11,,0,9399.48,9278.77,10175.89,10917.66,7349.33,8664.23,10943.05,12383.14,12438.59,12216.15,10.62,10844.65,9709.17,9294.96,10936.51,9604.66,9773.12,9025.75,8828.36,3642.2,10688.74,9407.45,9718.18,0,9036.44,0,8883.44,0,0,233495.297,0,
EVOSTC,-902,QC,1,ABL,W100990,,,,,,1,,NMFS_000,52.26,62.26,79.94,84.67,84.3,,0,9066.66,9243.51,10264.86,10935.77,9347.31,9264.81,10939.56,12284.63,12720.33,11400.22,31.01,10515.77,9758.74,9684.85,10703.32,9595.77,9919.45,9288.27,9123.07,3791.37,10838.32,9447.99,9672.03,0,8612.24,0,8425.46,0,0,235217.797,0,
EVOSTC,-902,QC,1,ABL,L011091,,,,,,1,,NMFS_000,56.32,64.76,79.08,81.98,70.1,,0,9730.53,9788.74,10753.78,11227.39,9902.69,9797.02,11554.08,13159.83,13234.49,12166.4,99.41,11107.67,10198.4,10083.09,10884.05,9804.75,10219.75,9635.09,9511.98,3999.69,10925.92,9671.49,10052.88,0,8990.24,0,5148.29,0,0,241905,0,
EVOSTC,-902,QC,1,ABL,W090690,,,,,,1,,NMFS_000,58.37,72.42,86.46,89.03,91.19,,0,11949.86,9871.67,12735.7,11463.26,9299.41,9725.59,11483.19,13144,12765.53,12405.27,109.92,11064.62,9976.75,9738.66,11153.32,9869.88,10291.98,9529.47,9343.76,3934.52,10312.5,9406.52,10106.83,0,9766.5,0,9910.39,0,0,250212,0,
EVOSTC,-902,QC,1,ABL,W022690,,,,,,1,,NMFS_000,59.64,74.47,89.01,92.64,95.54,,0,9234.59,9394.71,10239.52,10806.74,9014.37,9167.8,10869.72,12431.4,12371.55,11445.08,75.24,10462.71,9639.08,9530.13,10710.57,9545.26,9779.21,9055.49,8852.86,3702.8,9916.79,9076.09,9931.11,0,10065.98,0,10715.2,0,0,236624,17592.65,
EVOSTC,-902,QC,1,ABL,L040991,,,,,,1,,NMFS_000,60.09,64.32,72.56,67.61,68.99,,0,9956.71,10200.75,11109.66,11527.49,11118.19,10446.52,11546.66,12744.22,12318.14,12802.52,232.85,12283.2,9960.32,9182.37,11528.59,10181.64,10491.51,9817.92,9719.84,4213.79,11322,9810.85,10270.55,0,9780.66,0,10241.25,0,0,269737.5,0,
EVOSTC,-902,QC,1,ABL,L060691,,,,,,1,,NMFS_000,60.82,72.14,89.13,95.48,103.93,,0,9207.05,9463.64,10689.61,11469.15,10011.17,9872.92,11477.01,12329.27,13130.06,12114.04,84.34,10982.52,10102.04,10093.56,10583.15,9669.63,10218.33,9837.63,9933.83,4272.08,10521.18,9500.03,10085.53,0,9514.01,0,9833.69,0,0,245446.906,22506.42,
EVOSTC,-902,QC,1,ABL,F062591,,,,,,1,,NMFS_000,61.31,75.84,91.34,95.16,99.38,,0,8089.99,9246.49,10801.69,11735.35,9845.42,9831.32,11596.8,13108.43,12925.75,12454.11,103.16,11065.04,9976.33,9698.36,10887.17,9840.66,10309.88,9847.87,9870.96,4256.3,10293.15,9365.69,9963.35,0,9570.79,0,10755.15,0,0,246098.203,0,
EVOSTC,-902,QC,1,ABL,L050891,,,,,,1,,NMFS_000,62.22,69.39,81.63,83.65,86.77,,0,10774.77,10942.4,11693.69,11866.33,10733.33,10513.03,12214.65,13318.64,14049.29,13219.88,85.59,12024.94,10965.04,10734.31,11984.26,10686.23,11108.94,10447.37,10283.12,4315.77,11619.52,10430.21,10881.89,0,10225.98,0,10358.48,0,0,266455.906,4281.29,
EVOSTC,-902,QC,1,ABL,W080190,,,,,,1,,NMFS_000,62.65,73.64,82.37,83.27,89.08,,0,9424.59,9563.36,10443.56,10978.57,9759.12,9705.2,11278.85,11911.71,13589.95,12416.1,130.41,11014.67,9927.28,9791.9,11380.87,11211.62,12077.53,11160.86,10500.45,4271.63,9842.76,8712.85,9372.26,0,9071.48,0,9463.71,0,0,247138.5,0,
EVOSTC,-902,QC,1,ABL,F061091,,,,,,1,,NMFS_000,64.01,67.31,71.47,73.17,74.48,,0,9995.37,9940.43,10842.74,11312.75,10679.27,10373.87,11448.67,12452.74,12275.1,12975.17,140.88,11425.12,10200.37,10016.39,11254.63,10160.5,10499.16,9917,9828.56,4332.6,11064.94,9914.23,10168.42,0,9194.61,0,9358.31,0,0,256616.703,32145.529,
EVOSTC,-902,QC,1,ABL,L032791,,,,,,1,,NMFS_000,64.55,76.49,92.63,103.23,126.49,,0,10052.89,10829.22,11802.68,12331.41,10986.1,10764.64,12444.07,14000.36,13469.36,13114.09,90.59,11960.06,11115.22,11050.73,11776.26,10743.96,11420.57,11006.27,11174.19,4729.52,11321.58,10412.27,11309.52,0,11494.38,0,12962.94,0,0,274506.188,26336.08,
EVOSTC,-902,QC,1,ABL,W082090,,,,,,1,,NMFS_000,69.07,79.18,92.11,96.49,99.86,,0,10156.39,10236.87,11188.8,11575.41,10558.82,10262.31,12026.16,12724.72,14552.01,13023.74,81.29,11807.82,10795.16,10656.68,11518.23,10337.63,10786.84,10106,9951.78,4155.35,10705.27,9799.02,10417.07,0,9986.24,0,9997.93,0,0,257129.797,1625.01,
EVOSTC,-902,QC,1,ABL,W102290,,,,,,1,,NMFS_000,70.74,77.51,86.3,83.22,84.97,,0,9317.06,9324.87,10391.91,10761.53,9744.03,9503.85,10771.93,12005.19,12226.21,11994.92,32.02,10797.8,9817.92,9573.68,11178.5,9891.72,10157.2,9445.11,9318.26,3958.69,9736.98,9336.7,10831.99,0,12585.79,0,14910.8,0,0,247340.203,9890.77,
EVOSTC,-902,QC,1,ABL,W112090,,,,,,1,,NMFS_000,71.84,80.06,90.94,90.79,92.23,,0,9495.72,9641.57,10535.83,10824.15,9516.74,9146.48,10447.6,11442.02,11871.84,11599.05,97.78,10520.66,9594.06,9526.67,11105.06,9966.67,10344.41,9740.37,9659.17,4061.36,10726.13,9595.52,10145.24,0,9675.27,0,9908.99,0,0,230453.797,0,
EVOSTC,-902,QC,1,ABL,L030691,,,,,,1,,NMFS_000,72.73,77.53,84.58,85.68,86.49,,0,23146.311,23247.961,25148.289,25968.609,24847.449,23490.609,26290.92,28798.41,28226.73,28779.59,191.34,25625.391,23196.35,22680.01,25698.551,23066.869,23962.67,22675,22501.91,9474.95,25334.24,22599,23580.68,0,21938.391,0,21171.15,0,0,573167.5,0,
EVOSTC,-902,QC,1,ABL,W091290,,,,,,1,,NMFS_000,73.11,80.07,91.15,95.57,105.34,,0,9940.75,8869.08,9821.78,10494.65,9472.49,9213.61,10771.62,11876.95,11983.28,11870.88,95.95,10510.2,9456.05,9202.38,10369.32,9275.39,9646.45,9085.36,9026.03,3855.32,9171.42,8797.51,10358.59,0,12765.93,0,15551.14,0,0,241103.297,0,
EVOSTC,-902,QC,1,ABL,W110690,,,,,,1,,NMFS_000,73.91,83.12,90.07,89.5,94.39,,0,9298.05,9557.34,10549.22,11091.53,9785.47,9420.27,9257.53,7611.69,12053.46,10554.84,86.34,10633.32,9651.41,9509.96,10891.44,9889.71,10237.57,9637.89,9553.78,4034.55,10898.9,9631.04,9932.67,0,8943.02,0,9084.05,0,0,225179.797,14310.75,
EVOSTC,-902,QC,1,ABL,W071390,,,,,,1,,NMFS_000,74.54,77.77,80.56,81.11,87.67,,0,9447.12,9800.63,10693.39,11091.6,10801.15,10241.28,11404.2,11478.01,13388.96,12898.82,160.28,11315.98,10131.56,9913.43,11226.5,9996.1,10369.58,9773.39,9743.23,4113.43,10429.42,9495.68,10175.73,0,9851.52,0,9622.96,0,0,247552.203,7414.9,
EVOSTC,-902,QC,1,ABL,F050291,,,,,,1,,NMFS_000,75.82,86.64,103.28,114.38,115.95,,0,10009.44,10346.1,11384.64,12006.45,11044.52,11018.3,12335.56,13444.14,13021.16,12996.81,70.5,11746.9,10853.77,10847.59,11601.02,10539.69,11082.45,10472.49,10395.88,4331.63,11879.89,10461.52,10916.55,0,10009.52,0,9888.48,0,0,398426.313,0,
EVOSTC,-902,QC,1,ABL,W121890,,,,,,1,,NMFS_000,76.67,83,92.76,97.97,98.85,,0,9827.1,9972.33,10909.46,11348.56,10592.56,10221.17,11597.38,12415.24,13124.04,12514.59,98.4,11201.09,10219.28,10101.09,11057.46,9940.58,10356.81,9810.17,9740.09,4098.97,10281.51,9596.39,10654.79,0,11328.43,0,12386.92,0,0,253988.797,0,
EVOSTC,-902,QC,1,ABL,F011591,,,,,,1,,NMFS_000,76.73,78.06,85.14,88.77,90.14,,0,10357.16,10278.52,11161.06,11307.31,10900.05,10437.51,11958.47,12988.48,13074.81,13178.48,86.12,11751.06,10828.43,10388.93,11363.81,10240.55,10690.1,10118.56,10101.78,4338.67,11182.67,10048.9,10566.11,0,9853.86,0,9677.02,0,0,258050.203,0,
EVOSTC,-902,QC,1,ABL,F042391,,,,,,1,,NMFS_000,77.58,87.43,97.16,98.14,103.2,,0,10352.12,10461.97,11549.46,12113.69,10780.32,10435.22,11992,13361.84,12968.88,13168.79,97.17,11797.67,10681.97,10458.75,11661.19,10514.13,10990.4,10314.14,10270.49,4333.47,11541.22,10280.64,10756.46,0,10272.36,0,9896.82,0,0,261991.297,14190.44,
EVOSTC,-902,QC,1,ABL,L052291,,,,,,1,,NMFS_000,77.74,87.21,100.84,104.16,105.14,,0,9603.39,9814.73,10611.8,10844.44,9817.13,9531.83,10750.57,11572.77,12004.85,11578.6,76.8,10440.31,9643.71,9503.14,10748.1,9602.42,9900.96,9226.08,9032.1,3780.79,10982.85,9522.74,9750.87,0,8395.89,0,8143.59,0,0,235747.5,13380.73,
EVOSTC,-902,QC,1,ABL,L070391,,,,,,1,,NMFS_000,77.92,82.92,93.13,92.74,98.32,,0,9358.6,9582.27,10483.19,10934.61,10385.61,9916.83,11267.05,12610.57,12397.85,12598.66,94.68,11118.77,9923.37,9601.77,10921.53,9721.81,10052.13,9442.43,9344.08,3951.62,10465.94,9385.08,9954.49,0,9425.52,0,9444.23,0,0,242925.703,77800.18,
EVOSTC,-902,QC,1,ABL,L062091,,,,,,1,,NMFS_000,78.44,83.29,90.03,90.91,96.96,,0,10186.41,10073.77,10930.49,11422.81,10719.59,10555.54,11531.28,12586.94,12437.8,13038.03,101.52,11442.89,10201.08,9879.1,11233.08,10045.33,10423.36,9800.53,9739.54,4114.18,10975.09,9837.72,10355.45,0,9659.48,0,9443.8,0,0,254338.297,120411,
EVOSTC,-902,QC,1,ABL,W112190,,,,,,1,,NMFS_000,78.88,84.11,89.63,90.06,85.84,,0,9264.54,9498.33,10486.86,10844.25,9906.54,9283.18,10384.53,11012.9,11532.42,11676.39,88.01,10475.97,9597.52,9545.72,11062.85,9938.9,10327.16,9714.46,9618.37,4013.56,11337.27,9795.7,9857.34,0,8300.04,0,7326.21,0,0,239470.406,12289.06,
EVOSTC,-902,QC,1,ABL,W082390,,,,,,1,,NMFS_000,79.43,89.1,94.99,93.53,91.77,,0,10974.06,11500.07,12673.32,11246.46,9892.55,9796.64,11133.27,12540.22,11822.79,12351.99,97.33,11073.38,10109.88,9951.15,10965.93,9937.82,10347.38,9733.7,9570.56,4018.63,10357.1,9458.93,10240.51,0,10355.79,0,10139.3,0,0,251323.094,20629.68,
EVOSTC,-902,QC,1,ABL,W120490,,,,,,1,,NMFS_000,79.52,81.79,87.63,90.01,85.92,,0,9803.04,9970.18,10579.14,10329.72,9325.96,8625.63,9412.44,9879.52,10212.18,10609.19,98.23,9795.78,9465.78,9681.85,11025.27,9879.16,10261.48,9648.51,9551.27,4001.95,11052.97,9725.67,9872.78,0,8668.92,0,8185.91,0,0,229761.094,6419.02,
EVOSTC,-902,QC,1,ABL,F051591,,,,,,1,,NMFS_000,80.26,94.13,98.95,99.94,98.39,,0,9573.31,10169.96,11576.96,12266.84,10801.54,10289.04,11595.71,12289.91,13282.86,13437.81,101.93,11840.59,10682.52,10434.9,11900.72,10569.46,10960,10210.57,10056.55,4140.1,11883.38,10597.07,11133.73,0,10342.8,0,10392.57,0,0,261855.797,0,
EVOSTC,-902,QC,1,ABL,W051590,,,,,,1,,NMFS_000,81.12,82.62,83.44,84.75,86.11,,0,10865.37,12348.5,12533.45,11701.27,11907.88,11627.39,10095.28,9012.92,6254.44,8484.17,687.67,7261.79,7051.95,0,5658.9,34.88,4216.08,0,3082.49,0,2117.77,0,1532.42,0,1190.39,0,958.99,0,0,138499.594,0,
EVOSTC,-902,QC,1,ABL,L010991,,,,,,1,,NMFS_000,81.25,83.71,86.89,89.77,93.35,,0,9532.8,9635.22,10516.71,10902.95,10438.15,10004.36,11184.97,11914.83,12315.02,12547.03,49.83,11072.04,9959.62,9688.08,10724.57,9578.28,10047.88,9557.71,9600.87,4117,10276.57,9328.3,9964.55,0,9572.19,0,9265.15,0,0,242121.203,61.08,
EVOSTC,-902,QC,1,ABL,F112090,,,,,,1,,NMFS_000,81.89,82.15,83.45,87.85,91.93,,0,9678.08,9922.42,10763.5,10892.89,10488.36,9821.81,10647.78,11099.64,11681.09,12013.28,101.08,10881.85,10125.34,10182.64,11167.01,10133.11,10626.61,10073.21,10067.27,4286.01,10797.35,9740.17,10277.32,0,9683.12,0,8674.64,0,0,243705,11638.41,
EVOSTC,-902,QC,1,ABL,F071091,,,,,,1,,NMFS_000,82.8,87.81,99.2,100.61,103.34,,0,9729.76,9856.72,10625.03,11009.7,10529.51,9909.56,11309.09,12301.54,12186.95,13027.46,103.8,11486.44,10287.42,9978.53,10960.54,9838.47,10275.09,9717.64,9688.76,4103.09,10707.52,9674.79,10106.51,0,9666.33,0,9735.08,0,0,241515.906,23945.24,
EVOSTC,-902,QC,1,ABL,W121990,,,,,,1,,NMFS_000,83.04,84.84,90.36,92.35,92.64,,0,10067.03,10251.78,11194.9,11561.03,11256.32,10711.14,12024.16,12824.99,13174.26,13095.18,105.87,11648.08,10503.01,10272.74,11345.8,10192.1,10628.48,10053.3,10048.59,4316.75,10621.04,9988.78,10892.44,0,4085.88,0,0,0,0,241565.094,5210.16,
EVOSTC,-902,QC,1,ABL,L041091,,,,,,1,,NMFS_000,83.35,88.36,93.98,95.22,96.74,,0,9393.05,9688.23,10609.06,10999.48,10495.3,9991.55,11038.45,11280.92,12060.43,11778.52,86.72,9351.62,9099.19,9628.68,10697.9,9615.54,9967.7,9406.23,9304.3,3922.83,10328.92,9499.8,9868.06,0,9116.16,0,9460.03,0,0,216563,35029.051,
EVOSTC,-902,QC,1,ABL,C061890,,,,,,1,,NMFS_000,83.6,84.28,85.95,85.44,87.36,,0,10913.32,12427.71,12092.01,11316.61,11624.79,11355.54,9910.12,8386.84,6682.84,8244.15,654.16,7049.39,6818.3,67.86,4969.13,0,1869.64,0,1223.38,0,1277.65,0,1506.53,0,1267.14,0,948.91,0,0,121239.297,4918.3,
EVOSTC,-902,QC,1,ABL,W110790,,,,,,1,,NMFS_000,83.67,92.53,98.45,98.48,100.55,,0,9337.96,9430.99,10458.19,10667.34,9615.76,9287.94,10527.48,10961.12,12125.92,11799.63,89.87,10480.53,9515.77,9429.9,10822.21,9748.77,10179.79,9640.17,9583.67,4041.47,10803.53,9520.08,9761.86,0,8687.92,0,8446.33,0,0,235659.5,0,
EVOSTC,-902,QC,1,ABL,W092590,,,,,,1,,NMFS_000,83.73,90.7,96.89,99.74,111.33,,0,9248.73,9425.45,10220.09,10662.54,9730.78,9481.22,10778.26,11911.81,11832.81,11916.63,103.33,10643.57,9621.15,9391.7,10755.08,9537.14,9807.8,9137.25,8993.77,3814.34,9776.78,9032.76,9934.65,0,10314.28,0,11324.45,0,0,238026.203,0,
EVOSTC,-902,QC,1,ABL,C060790,,,,,,1,,NMFS_000,84.22,83.69,86.38,88.3,90.79,,0,12333.35,13800.78,13486.24,12643.73,13201.26,12900.35,11315.59,9962.42,7321.13,9459.14,754.52,8134.3,7931.17,0,6311.34,14.99,4739.81,0,3499.1,0,2367.34,0,1683.5,0,1373.93,0,1046.46,0,0,153702.203,0,
EVOSTC,-902,QC,1,ABL,W071790,,,,,,1,,NMFS_000,84.34,84.87,87.02,85.31,81.19,,0,11310.83,12439.43,12074.05,11259,11602.04,11343.06,9999.88,8725.46,6644.08,8513,716.82,7231.08,6967.13,0,5718.92,5.15,4101.89,7.19,2887.79,27.27,2110.82,0,1576.08,0,1121.47,0,932.93,0,0,136991.297,10608.72,
EVOSTC,-902,QC,1,ABL,F102290,,,,,,1,,NMFS_000,84.52,104.42,132.4,105.31,92.25,,0,9587.5,10051.72,10950.62,10989.76,8661.85,13794.41,9173.18,10072.71,10057.32,9192.39,261.68,7534.89,7208.57,6534.83,10233.89,8149.86,8951.76,7936.91,8367.67,3034.28,9933.99,9681.39,10035.17,0,9939.12,0,10327.84,0,0,294346.188,13214.87,
EVOSTC,-902,QC,1,ABL,L032891,,,,,,1,,NMFS_000,85.16,86.05,86.71,85.07,86.54,,0,10400.05,10627.85,11454.26,11783.65,11541.37,10836.38,12015.88,12971.46,12734.84,13850.14,70.94,12031.85,10649.81,10209.19,11995.5,10599.38,10903.71,10170.42,10076.17,4254.62,11326.69,10187.85,10829.89,0,10355.5,0,10319.55,0,0,263462.094,0,
EVOSTC,-902,QC,1,ABL,L020691,,,,,,1,,NMFS_000,86.69,93.61,98.5,97.5,96.45,,0,9458.94,9645.14,10459.11,10793.68,9927.12,9691.32,11139.2,12321.46,12266.95,12290.68,20.03,10570.61,9736.4,9527.62,10725.36,9523.39,9938.03,9352.98,9251.35,3911.35,10484.67,9346.96,9717.67,0,8910.03,0,8852.61,0,0,235597.5,4864.76,
EVOSTC,-902,QC,1,ABL,L050791,,,,,,1,,NMFS_000,87.72,92.89,96.14,97.57,101.21,,0,10467.72,10655.79,11736.03,12289.29,11519.79,10682.48,12045.8,12549.44,13291.36,13726.22,99.78,12110.96,10979.01,10780.45,12085.14,10739.34,11122.87,10434.64,10321.33,4347.98,11848.08,10621.31,11218.91,0,10732.62,0,11137.56,0,0,267922.313,2385.76,
EVOSTC,-902,QC,1,ABL,F110690,,,,,,1,,NMFS_000,88.37,93.51,97.78,96.2,95.96,,0,9591.28,9592.34,10477.8,10925.56,10028.19,9585.78,10763.82,11172.64,12201.28,12155.93,105.24,10779.95,9742.14,9532.2,11148.99,9948.47,10337.88,9715.84,9619.75,3924.03,10968.37,9600.56,9909.68,0,8925.97,0,8777.85,0,0,240461.906,39351.148,
EVOSTC,-902,QC,1,ABL,F021291,,,,,,1,,NMFS_000,88.48,90.83,104.52,108.52,112.89,,0,10055.66,10105.67,10754.27,10939.67,10470.48,10149.42,11430.22,12787.48,12424.01,12303.5,106.66,11170.82,10078.44,9778.84,10919.4,9811.8,10202.5,9576.63,9490.64,4010.15,10749.19,9635.3,10130.66,0,9594.49,0,9849.36,0,0,248624.5,0,
EVOSTC,-902,QC,1,ABL,F100390,,,,,,1,,NMFS_000,89.6,105.03,105.75,102.44,89.07,,0,8715.17,8936.05,9703.02,10031.32,8725.26,8017.41,9226.98,10018.77,10290.15,11127.35,77.84,9993.62,9061.35,8885.57,9701.81,8787.8,9186.88,8623.48,8399.15,3635.55,10016.96,9042.67,9634.85,0,9189.29,0,9075.38,0,0,215296.297,21911.051,
EVOSTC,-902,QC,1,ABL,W080890,,,,,,1,,NMFS_000,89.68,90.82,91.06,91.76,95.75,,0,10273.51,10336.95,11088.03,11429.62,11459.43,10734.29,11781.29,12201.78,13164.13,13701.22,0,12005,10746.75,10466.87,11571.79,10305.51,10701.47,10050.35,9968.24,4319.65,11136.82,10059.72,10720.7,0,10208.96,0,10247.36,0,0,396956.813,12692.47,
EVOSTC,-902,QC,1,ABL,F013091,,,,,,1,,NMFS_000,90.31,92.58,96.94,99.38,101.67,,0,9672.43,9827.9,10697.03,11115.6,10647.34,10152.73,11323.61,12096.52,12346.07,12634.56,91.87,11259.78,10123.6,9843.31,11017.88,9841.44,10274.39,9677.91,9598.5,4072.02,10738.04,9621.72,10132.65,0,9598.78,0,9770.68,0,0,248175.406,0,
EVOSTC,-902,QC,1,ABL,W052590,,,,,,1,,NMFS_000,90.63,92.18,93.4,95.75,96.74,,0,11186.54,12172.03,12116.4,11350.15,11654,11408.05,10023.23,8740.04,6458.05,8413.71,682.87,7220.13,7059.33,0,5531.17,0,4250.58,132.71,3186.05,0,2066.38,0,1505.64,0,1227.03,0,1006,0,0,137521.5,13046.95,
EVOSTC,-902,QC,1,ABL,L052191,,,,,,1,,NMFS_000,92.85,96.96,103.2,101.11,100.23,,0,10229.22,10340.52,11211.44,11489.17,10957.66,10966.31,11959.63,12362.9,12144.83,12653.84,91.13,11243.8,10115.45,9888.47,11331.87,10094.29,10450.47,9765.21,9639.32,4034.85,11170.57,9986.63,10377.27,0,9517,0,9666.09,0,0,253955.797,0,
EVOSTC,-902,QC,1,ABL,F022191,,,,,,1,,NMFS_000,93.77,97.31,102.09,101.71,105.57,,0,9351.72,9642.4,10574.87,10961.12,10543.24,10005.01,11138.91,12069.22,11863.28,12579.97,101.14,11118.14,9967.07,9599.99,10979.38,9741.11,10125.2,9489.68,9354.74,3903.76,9649,9243.27,10680,0,13564.69,0,17645.711,0,0,255337.203,3559.06,
EVOSTC,-902,QC,1,ABL,F121090,,,,,,1,,NMFS_000,95.15,94.67,96.76,97.43,94.98,,0,9500.19,9714.64,10535.58,10868.01,10962.02,9999.19,11251.51,11397.74,12812.17,12682.15,101.31,11165.73,9957.83,9624.03,10904.97,9763,10161.23,9547.01,9441.03,3961.4,10589.14,9456.14,9987.1,0,9744.42,0,9754.73,0,0,242219.406,298.55,
EVOSTC,-902,QC,1,ABL,F040891,,,,,,1,,NMFS_000,99.31,99.2,100.03,102.65,106.63,,0,9886.89,10301.96,11127.68,11521.25,11366.75,10570.01,11581.87,12243.72,12157.24,13092.38,104.36,11578.19,10429.26,10144.07,11377.39,10182.8,10631.57,9966.23,9917.78,4197.69,10854.1,9884.53,10620.2,0,10655.34,0,11205.01,0,0,256842.5,0,
EVOSTC,-902,QC,1,ABL,C070290,,,,,,1,,NMFS_000,103.97,105.51,106.66,107.95,115.19,,0,9536.05,9608.41,10577.22,10933.63,10842.06,10232.85,11327.02,11326.91,13062.81,13011.12,0,11323.92,10041.01,9761.74,11072.85,9924.96,10310.01,9435.6,9429.01,3942.28,10556.47,9571.88,10153.97,0,9458.21,0,9406.69,0,0,243926,20727.141,
EVOSTC,-901,,1,GERG,NP026,,,,,,,,6160,73.427,,83.204,83.484,82.741,,,0,0,95.65,0,0,94,0,90.15,90.61,89.22,0,0,95.16,93.76,0,0,98.23,0,0,0,98.05,0,101.32,0,112.42,0,102.53,,,0,0,
EVOSTC,-901,,1,GERG,NP075,,,,,,,,6162,62.806,,48.179,59.166,61.178,,,0,0,80.48,0,0,79.16,0,105.01,111.45,104.82,0,0,78.51,105.18,0,0,92.69,0,0,0,95.6,0,93.12,0,101.7,0,89.97,,,0,0,
EVOSTC,-901,,1,GERG,NP425,,,0,,0.001,0.001,,6686,144.6,,103.4,95.2,80.5,,,7250.91,16681.33,16206.08,16795.801,19550,18722.711,15921.51,13373.64,6213.04,10669.89,4841,8619.73,6881.22,5035.66,3917.96,2734.89,1831.37,997.4,588.27,323.74,172.49,84.81,43.43,32.13,18.79,0,0,,,177507.797,627400,
EVOSTC,-901,,1,GERG,NP151,,,0,,10.83,10.83,,6304,72,,73.7,75,74,,,0,10.51,7.86,20.28,27.18,32.49,65.5,38.6,12.2,24.7,9.6,14,10.7,5.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,,,289.01,0,
EVOSTC,-901,,1,GERG,NP150,,,0,,15.72,15.72,,6304,66.7,,70.3,68.6,68.2,,,0,14.53,11.8,25.45,30.04,32.45,40.2,21.9,8,16.7,0,9.9,9.8,4.7,8.3,0,0,0,0,0,0,0,0,0,0,0,0,,,233.77,9000,
EVOSTC,-901,QC,1,ABL,R022293,,,,,,0.8,,NMFS_000,84.85,93.3,97.44,99.58,90.92,,0,10063.7,9978.55,10955.77,11483.72,10593.68,10271.2,11437.5,12557.92,12118.08,13150.65,144.24,11677.61,10503.46,10161.69,11490.43,10138.17,10293.55,9426.37,9010.98,3650.21,11073.15,9629.89,9982.32,0,9294.8,0,10056.38,0,0,224935.5,0,
EVOSTC,-901,QC,1,ABL,R011094,,,,,,1,,BNPS_000,81.84,97.72,96.68,95.72,103.78,,0,9521.33,9672.24,11164.85,12616.61,10192.72,10522.4,11117.26,12362.36,11960,12541.1,68.9,10871.5,9386.43,8594.89,11188.48,9677.37,9765.27,9032.26,8861.39,3732.92,9559.16,8485.76,8899.19,0,8122.35,0,8418.34,0,0,235439.703,48741.648,
EVOSTC,-901,QC,1,ABL,L052092,,,,,,1,,NMFS_000,47,84.61,95.6,96.62,98.82,,0,8867.83,9673.72,10983.72,12522.83,7843.26,8980.84,10822.25,12791.77,11772.04,11959.8,84.72,10697.35,9708.57,9476.52,11485.67,10217.44,10546.01,9834.57,9697.19,4097.08,11008.19,9863.28,10374.17,0,9878.14,0,9808.67,0,0,244764.5,2531.16,
EVOSTC,-901,QC,1,ABL,L100891,,,,,,1,,NMFS_000,63.82,67.61,76.26,81.07,83.24,,0,10168.89,10221.65,11140.98,11531.32,10328.28,10181.36,11521.21,13158.2,12563.53,12509.87,89.59,11462.58,10462.11,10394.16,11137.21,10120.01,10512.83,9910.22,9688.52,3977.7,11566.32,10273.62,10481.25,0,9568.9,0,9667.92,0,0,257490.094,161152.297,
EVOSTC,-901,QC,1,ABL,F021892,,,,,,1,,NMFS_000,65.68,71.01,76.84,78.73,73.08,,0,9762.06,10050.53,10864.05,11213.32,10471.04,10164.15,11657.95,12713.19,12562.67,12882.46,41.43,11428.91,10287.03,10015.71,11245.35,10076.69,10474.1,9765.18,9544.8,3936.91,11656.79,10000.47,9953.93,0,7090.03,0,4085.51,0,0,239586,60180.531,
EVOSTC,-901,QC,1,ABL,L030791,,,,,,1,,NMFS_000,66.48,77.89,87.2,91.72,98.35,,0,22226.449,22844.07,24852.43,25933.51,23236.971,22756.84,25964.381,28812.881,28301.32,28436.15,206.18,25390.82,23064.42,22626.891,25116.619,22686.25,23828.6,22682.32,22694.631,9696.37,24833.109,22247.67,23348.74,0,22137.4,0,22520.551,0,0,568456,3180.63,
