Funding,Sin,type,Rep,LAB,QCBatch,strMAT,LabSam,Vol,Proportion,DryWt,WetWt,AnalysisType,Catno,C12d26,C16d34,C20d42,C24d50,C30d64,Units,C9ALK,C10ALK,C11ALK,C12ALK,C13ALK,C14ALK,C15ALK,C16ALK,C17ALK,PRISTANE,C18ALK,PHYTANE,C19ALK,C20ALK,C21ALK,C22ALK,C23ALK,C24ALK,C25ALK,C26ALK,C27ALK,C28ALK,C29ALK,C30ALK,C31ALK,C32ALK,C33ALK,C34ALK,C35ALK,C36ALK,TOTALKANES,UCM,comment
EVOSTC,-900,,2,GERG,NP451,,,0,,10.01,10.01,,6695,85.1,,80,81.8,73.4,,,0,1.32,0,0,0,0,1.04,0,0,0,0,0.7,0.8,1.1,3.5,0.71,0.92,0.92,3.57,0.61,0,0,0,0,0,0,0,,,15.2,0,
EVOSTC,-900,,2,GERG,NP441,,,0,,10.02,10.02,,6705,81.8,,79.8,75.8,72.2,,,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,1,0,2.57,2.9,0.97,1.18,1.82,1.61,0,2.07,1.83,0.98,0,,,18.4,0,
EVOSTC,-900,,2,GERG,NP475,,,0,,10.03,10.03,,6703,64.2,,65,67.7,66.2,,,0,2.11,0,0,1.82,0.86,1.63,1.2,0,1.4,0.9,1.2,1.7,1.3,3,1.3,1.4,1.3,5.3,1,0,0,0,1.41,0,0,0,,,28.8,0,
EVOSTC,-900,,2,GERG,NP427,,,0,,10.04,0,,6698,97.1,,88.1,90.7,84.9,,,0.93,1.48,0,0,1.11,1.3,1.2,0.8,0,0.8,0,1.1,1.4,1.7,1.1,1.23,1.13,1.03,0,0,0,0,0,0,0,0,0,,,16.3,2100,
EVOSTC,-900,,2,GERG,NP442,,,0,,10.04,10.04,,6705,88.3,,81.9,81.7,76.1,,,0,0,0,0,0,0.78,0.8,0,0.93,1.14,0.76,0.74,1.22,1.05,0,0,0,0.84,0,0,0.69,0.72,0,0,0,0,0,,,9.7,0,
EVOSTC,-900,,2,GERG,NP467,,,0,,10.05,10.05,,6701,82.8,,84.4,79.8,72,,,0,0,0,0,0.69,1.18,4.21,1.8,0,1.7,0,0.6,0.9,0,1.1,1.21,1.75,1.21,0.88,1.64,0.88,0.66,0,0,0,0,0,,,20.4,0,
EVOSTC,-900,,2,GERG,NP443,,,0,,10.06,10.06,,6705,76.6,,69.7,70.8,60.1,,,0.65,0,0,0,0,0,0.84,0,0,0.5,0,0,1.4,3.1,1.3,2.29,1.56,1.04,2.29,0,0,0,0,0,0,0,0,,,15,0,
EVOSTC,-900,,2,GERG,NP446,,,0,,10.09,10.09,,6694,84.2,,77.1,77.5,61.3,,,0,0,0,0.89,1.43,0,1.16,0,0,0,0,0,0,0,0.8,0.82,1.03,0,0,0.92,0,0,0,0,0,0,0,,,7.1,0,
EVOSTC,-900,,2,GERG,NP461,,,0,,10.09,10.09,,6697,86.8,,81.6,84.4,71.9,,,2.98,0,0,0,0.87,0.77,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0,0,0.87,1.44,0,0,0,0,,,10.3,0,
EVOSTC,-900,,2,GERG,NP455,,,0,,10.11,10.11,,6696,81.8,,75,79.2,77.4,,,0.93,5.43,0.76,0,1.61,1.44,1.36,0.9,0,1,0,1.3,1.1,1.5,1.8,1.11,1.31,1.01,4.22,0.8,0,0,0,0,0,0,0,,,27.6,0,
EVOSTC,-900,,2,GERG,NP429,,,0,,10.16,0,,6698,92.4,,77.5,81.1,71.6,,,0,2.08,0,0,0.85,1.08,1.23,1,0,0.8,0,1.3,1.8,2.3,1.2,1.66,1.56,1.45,0,0.62,0,0,0,0,0,0,0,,,18.9,0,
EVOSTC,-900,,2,GERG,NP463,,,0,,10.16,10.16,,6700,75.4,,67.6,69.7,63.8,,,0.55,4.07,1.2,0,1.39,1.57,1.67,1.3,0,1.3,0,1.2,0.8,0.5,1.8,0,0.51,0,1.23,0.62,0,0,0,0,0,0,0,,,19.7,0,
EVOSTC,-900,,2,GERG,NP447,,,0,,10.28,10.28,,6694,84.7,,71.9,72.9,58.8,,,0,0,0,0,0,0.88,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.3,0,
EVOSTC,-900,,2,GERG,NP426,,,0,,10.38,0,,6698,96.7,,89.9,93.8,82.3,,,0,1.76,0.65,0,0.83,1.2,0.93,0.9,0,1.3,0,2.4,4.8,7.2,6.9,5.68,4.97,6.59,1.82,2.03,0.81,1.52,0.82,0.94,0.82,0,0,,,54.9,0,
EVOSTC,-900,,2,GERG,NP453,,,0,,10.38,10.38,,6695,84.8,,88.3,81.1,62.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
EVOSTC,-900,,2,GERG,NP468,,,0,,10.39,10.39,,6701,76.8,,70.8,73.4,66.3,,,0,5.11,0.57,0,1.13,1.42,1.99,2,0,0.9,0,1.5,0.6,1,0,2.29,1.66,1.14,1.66,0.83,0,0,0,0,0,0,0,,,23.8,0,
EVOSTC,-900,,2,GERG,NP433,,,0,,10.47,10.47,,6699,88.8,,80.1,83.5,70.7,,,1.84,1.93,0,0,1.01,0.92,0.83,0.6,0,0.7,0,1.4,1,1.1,0,1.23,0.92,1.13,2.06,1.23,0.72,0.82,0,0.62,0.86,0,0,,,20.9,0,
EVOSTC,-900,,2,GERG,NP444,,,0,,10.5,10.5,,6705,86.2,,76.6,80.1,73.9,,,2.63,2.44,0,0,0,0.94,1.13,0,3,0.8,0,0.9,0.9,0.6,2.4,0.61,1.01,1.01,6.87,1.42,0,0,0,0,0,0,0,,,26.7,0,
EVOSTC,-900,,2,GERG,NP432,,,0,,11.11,11.11,,6699,92,,85.1,89.1,83.2,,,0,2.03,0.87,0,0,0,0.58,0,0,1.1,0,1.9,2.7,3.5,3.6,3.34,2.03,2.43,9.33,2.33,0,1.01,0,0,0,1.07,0,,,37.8,0,
EVOSTC,-900,,2,GERG,NP454,,,0,,11.21,11.21,,6695,80.8,,77.9,78.2,69.5,,,0,0,1.34,0,1.61,1.87,3.84,0,0,1.7,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,,,11.4,0,
EVOSTC,-900,,2,GERG,NP472,,,0,,11.23,11.23,,6703,91.1,,86.1,82.8,64.5,,,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,,,1.5,0,
EVOSTC,-900,,2,GERG,DA08,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
EVOSTC,-900,,2,GERG,NP368,,,,,,,,,,,,,,,,0,0,0,0,4.7,3.2,1.06,6.2,1.3,0,0,1.4,2.2,2.6,2.6,4.11,6.38,5.19,3.68,8.55,1.62,3.25,2.35,2.22,0,0,0,,,62.6,0,
EVOSTC,-900,,2,GERG,NP145B,,,,,,,,,,,,,,,,1.4,0,0,0,0,0,0.9,0,0,0.4,0,0,0.4,1.4,1.6,1.44,1.96,2.16,1.44,1.24,1.24,2.37,0.74,1.27,0,0,0,,,20,0,
EVOSTC,-900,,2,GERG,NP346,,Q0846B,0,,0,0,QCBLANK,6590,74.8,-99,70.8,71.3,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There were 2 replicate 1 entries.  This is an arbitrary replicate 2
EVOSTC,-900,,2,GERG,NP349,,Q0874,,,,10,QCBLANK,6594,82.4,-99,85.2,81.6,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There were 2 replicate 1 entries.  This is an arbitrary replicate 2
EVOSTC,-900,,2,GERG,NP450,,RQ2991,,,10,10,QCBLANK,6693,81.8,,77.5,77.7,65.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,,,1.9,0,There were replicate 1 entries.  This is an arbitrary replicate 2 - and matches the 'other' rep 2 except for recovery info
EVOSTC,-900,,3,GERG,NP409,,,0,,0,0,,6579,81.1,,82.4,80.2,79.9,,,0,0,1.19,0.79,0.89,1.49,2.08,1.3,0,0,0,0,0,0,1.1,1.84,2.27,1.19,1.19,1.08,0,0.76,0.81,0,0,0,0,,,18,0,
EVOSTC,-900,,3,GERG,NP383,,,0,,0,0,,6583,79.2,,87.9,87.2,88.6,,,0,0,0,0,0.76,0,2.6,2.6,0,0.7,5,0,0,1.3,1.4,1.38,2.96,1.06,1.27,1.48,0.95,1.16,1.11,0,0,0,0,,,25.7,0,
EVOSTC,-900,,3,GERG,NP372,,,0,,0,10,,6578,85.8,,81.6,83.6,84.7,,,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,0.94,1.25,1.04,1.15,2.4,1.25,1.04,1.11,0,0,0,0,,,13.5,0,
EVOSTC,-900,,3,GERG,NP423,,,0,,10,10,,6686,93.4,,85.7,87.7,85.3,,,0,0,1.38,0.46,1.1,0.69,2.88,1.64,0.56,1.24,0,1.07,1.24,2.15,3.95,4.82,6.56,5.12,3.13,2.77,2.35,0.9,1.37,1.17,0,0,0,,,46.6,300,
EVOSTC,-900,,3,GERG,NP440,,,0,,10,10,,6705,83.2,,76.7,79,74.6,,,0,3.23,0,0,1.14,1.33,1.33,0.8,0,0.9,0,0.9,0.8,0.7,4.1,1.02,1.23,1.13,3.28,1.43,1.02,1.23,1.53,1.31,1.31,0.76,0,,,30.5,0,
EVOSTC,-900,,3,GERG,NP438,,,0,,10.08,10.08,,6693,81.8,,73.7,82.7,72.3,,,0,0,0.06,0,0.17,0.51,3.34,5.53,4.98,3.99,3.85,2.58,1.11,1.02,1.3,1.39,2.03,1.39,0.59,0.13,0.1,0,0,0,0,0,0,,,34.1,0,
EVOSTC,-900,,3,GERG,NP365,,,,,,,,,,,,,,,,0,0,0,0,0,0.8,0,0,0,0,0,0.9,0.9,1.3,0,7.05,2.35,1.79,2.01,2.01,1.23,0.78,0,0,0,0,0,,,21.1,0,
EVOSTC,-900,,3,GERG,NP156,,,,,,,,,,,,,,,,0,0,0,0,1.11,3.12,14.9,3.2,1.2,2.1,0,1.1,1.6,1.3,1.3,1.55,1.45,1.04,0.93,0.83,0,0,0,0,0,0,0,,,36.7,0,
EVOSTC,-900,,3,GERG,NP367,,,,,,,,,,,,,,,,0,0,0,0,2.35,1.6,0,3.1,0.65,0,0,0.7,1.1,1.3,1.3,2.06,3.19,2.6,1.84,4.27,0.81,1.62,1.17,1.11,0,0,0,,,30.8,0,
EVOSTC,-900,,3,GERG,DA08,,,,,,,,,,,,,,,,0,0,95.54,0,0,85.53,0,102.84,102.32,99.76,0,0,103.11,102.29,0,0,107.03,0,0,0,108.44,0,104.72,0,94.61,0,104.02,,,0,0,
EVOSTC,-900,,3,GERG,NP462,,,,,,,,,,,,,,,,1.86,0,0,0,0,1.77,3.37,1.7,1.9,2,1,1.2,0,0,1.3,1.24,0.93,0,0,0,0,0,0,0,0,0,0,,,18.3,0,
EVOSTC,-900,,3,GERG,NP450,,RQ2990,,,9.99,9.99,QCBLANK,6699,75.5,-99,76,76.7,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There were replicate 1 entries.  This is an arbitrary replicate 3
EVOSTC,-900,,4,GERG,NP413,,,0,,0,0,,6587,66.5,,85.2,72.2,65.5,,,1.17,0,0,0,0,0,5.05,0,0,0,0,0,0,0.4,0.7,0.76,0.63,0.5,0.5,0.63,0,1.01,0,0,0,0,0,,,11.4,0,
EVOSTC,-900,,4,GERG,NP404,,,0,,0,0,,6595,83.4,,100,87.9,85.9,,,0,0,0,0,1.05,1.17,4.45,1.9,0,1.3,0,1,0.9,1,1.8,2.98,2.63,1.19,0,0,0,1.19,0,0,0,0,0,,,22.6,0,
EVOSTC,-900,,4,GERG,NP410,,,0,,0,0,,6596,54,,57,57,55.8,,,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,1.17,1.39,0.85,0.75,1.17,2.45,0,0.75,0,0,0,0,,,11.2,0,
EVOSTC,-900,,4,GERG,NP423,,,0,,10,10,,6686,87.2,,83.7,86.4,91.8,,,5.25,0,2.04,0.95,1.68,1.53,5.91,2.9,0.82,1.64,0.63,1.2,1.89,2.83,3.65,3.53,4.71,3.12,2.49,2.08,1.52,1.39,0.91,0,0,0,0,,,59.3,0,
EVOSTC,-900,,4,GERG,NP438,,,0,,10,10,,6693,82.3,,75.8,77.9,73.2,,,0,0,0,0,0,0,1.17,1.3,0,0,0,1.9,2.5,3.8,4.7,4.09,5.42,2.04,1.02,0.92,0.92,0,0,0,0,0,0,,,29.8,0,
EVOSTC,-900,,4,GERG,NP462,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.82,0,0,0,0,1.8,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,,,4,0,
EVOSTC,-900,,4,GERG,NP450,,RQ2991,,,10,10,QCBLANK,6699,81.8,-99,77.5,77.7,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There were replicate 1 entries.  This is an arbitrary replicate 4
EVOSTC,-900,QC,1,ABL,R022293,,,,,,0.8,,NMFS_000,66.36,77.62,91.66,94.98,88.52,,0,0.72,0,0,0,2.36,5.14,4.07,1.25,0,1.13,0,0,0,0,2.16,6.5,12.81,18.93,20.97,20.38,19.17,15.27,8.97,0,4.68,0,0,0,0,1929.79,1777.32,
EVOSTC,-900,QC,1,ABL,R011094,,,,,,1,,BNPS_000,82.13,97.67,97.41,93.55,92.14,,0,0,0,0,0,1.69,0,3.34,2.07,0,0,0,1.55,0.97,0.13,1.7,0,0.85,1.21,0.52,0,0,0,0,0,0,0,0,0,0,1358.36,570.23,
EVOSTC,-900,QC,1,ABL,F100692,,,,,,1,,NMFS_000,0,29.13,97.41,96.75,90.21,,0,0,0,0,0,0,7.19,4.13,7.13,5.02,1.15,0.91,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.66,559.87,
EVOSTC,-900,QC,1,ABL,W102390,,,,,,1,,NMFS_000,10.55,37.43,77,84.75,79.01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798.92,0,
EVOSTC,-900,QC,1,ABL,L041091,,,,,,1,,NMFS_000,19.3,36.1,60.75,51.7,60.79,,0,12.62,0,0,0,0,0,0,33.81,10.74,54.78,0,160.51,78.69,0,9.22,0,0,0,0,0,39.05,0,0,0,0,0,0,0,0,4446.56,0,
EVOSTC,-900,QC,1,ABL,L011091,,,,,,1,,NMFS_000,37.83,45.46,68.09,81.35,72.36,,0,5.76,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269.91,3488.52,
EVOSTC,-900,QC,1,ABL,L052092,,,,,,1,,NMFS_000,43.86,51.14,82.92,81.82,76.02,,0,0,0,1.44,0,22.16,38.98,16.5,0,0,1.08,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.88,866.38,
EVOSTC,-900,QC,1,ABL,L012391,,,,,,1,,NMFS_000,53.96,64.19,80.54,86.18,90.39,,0,0,0,0,0,0,0,0,4.03,0,2.87,0,0,0,0,4.57,7.02,3.15,0,0,0,0,0,0,0,0,0,0,0,0,2263.72,1117.99,
EVOSTC,-900,QC,1,ABL,W120490,,,,,,1,,NMFS_000,54.71,63.84,72.01,79.08,75.61,,0,5.19,2.35,3.49,0,4.44,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433.86,277.4,
EVOSTC,-900,QC,1,ABL,W022690,,,,,,1,,NMFS_000,54.97,60.72,80.91,85.82,85.86,,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285.34,0,
EVOSTC,-900,QC,1,ABL,W102290,,,,,,1,,NMFS_000,57.69,67.18,83.42,89.46,90.87,,0,0,0,0,0,0,0,12.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356.49,483.89,
EVOSTC,-900,QC,1,ABL,L020691,,,,,,1,,NMFS_000,58.61,70.07,90.51,89.78,85.11,,0,0,0,0,0,0,0,3.12,11.5,0,14.11,8.19,43.62,12.56,15.02,16.5,19.18,11.12,7.82,5.37,0,0,0,0,0,0,0,0,0,0,2672.73,1602.19,
EVOSTC,-900,QC,1,ABL,L030791,,,,,,1,,NMFS_000,59.15,64.68,77.63,87.6,87.12,,0,0,0,0,0,2.59,5.03,3.46,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453.19,0,
EVOSTC,-900,QC,1,ABL,W110690,,,,,,1,,NMFS_000,60.66,63.1,70.52,71.07,69.66,,0,0,0,0,0,0,2.11,142.96,388.75,0,137.57,0,3.98,2.58,0,18.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866.67,0,
EVOSTC,-900,QC,1,ABL,L010991,,,,,,1,,NMFS_000,64.99,63.86,69.53,71.42,75.18,,0,0,3.77,0,0,12.71,5.13,4.33,0,0,0,0,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,2435.91,0,
EVOSTC,-900,QC,1,ABL,F120591,,,,,,1,,NMFS_000,66.63,63.38,62.51,60.38,58.78,,0,3.5,1.31,0,0,3.52,9.09,4.83,3.84,0,5.37,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489.89,3977.52,
EVOSTC,-900,QC,1,ABL,L060691,,,,,,1,,NMFS_000,68.68,72.39,84.82,89.79,90.65,,0,3.7,1.77,0,0,13.17,40.23,13.49,5.44,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587.79,3767.57,
EVOSTC,-900,QC,1,ABL,W091290,,,,,,1,,NMFS_000,68.76,77.56,90.91,92.44,90.59,,0,678.89,287.3,246.25,80.07,40.34,27.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560.04,3487.71,
EVOSTC,-900,QC,1,ABL,W090690,,,,,,1,,NMFS_000,69.11,75.37,96.88,99.38,90.75,,0,620.17,251.48,0,68.64,36.71,10.1,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901.6,3355.36,
EVOSTC,-900,QC,1,ABL,W082390,,,,,,1,,NMFS_000,69.29,78.2,95.71,97.17,89.7,,0,561.85,216.03,0,65.81,32.86,7.42,2.71,10.14,0,3.63,0,0,0,2.47,4.59,8.67,16.06,24.88,26.26,25.38,26.51,22,19.84,0,12.02,0,12.46,0,0,4424.72,5231.2,
EVOSTC,-900,QC,1,ABL,L052291,,,,,,1,,NMFS_000,69.52,75.56,89.44,85.14,66.42,,0,6.03,0,0,0,6.94,13.15,5.35,4.48,0,3.54,0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133.86,1570.6,
EVOSTC,-900,QC,1,ABL,L032791,,,,,,1,,NMFS_000,69.68,75,82.68,82,74.36,,0,0,0,0,0,0,0,0,0,0,3.26,0,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480.59,0,
EVOSTC,-900,QC,1,ABL,W121890,,,,,,1,,NMFS_000,69.7,77.2,89.39,92.53,90.47,,0,0,1.72,0,0,0,0,3.55,2.46,0,0,0,0,0,0,0,2.57,3.59,3.45,7.62,9.24,0,0,0,0,0,0,0,0,0,2296.99,0,
EVOSTC,-900,QC,1,ABL,F021892,,,,,,1,,NMFS_000,71.03,72.25,79.19,81.66,78.6,,0,3.97,3.31,3.83,2.03,7.77,12.18,6.26,4.57,0,2.17,0,1.35,1.68,4.72,3.26,1.68,1.63,2.5,2.52,2.88,3.34,3.71,3.52,0,0,0,0,0,0,1494.57,0,
EVOSTC,-900,QC,1,ABL,W100990,,,,,,1,,NMFS_000,71.67,72.99,82.98,83.91,83.97,,0,0,0,0,0,0,0,4.28,4.07,6.02,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.92,0,
EVOSTC,-900,QC,1,ABL,S051292,,,,,,1,,NMFS_000,72.92,75.6,79.9,76.91,66.66,,0,1.34,0.56,1.17,3.3,46.85,51.54,15.64,1.64,0,1.22,0,0.96,0.7,0,0.91,0.6,0,0,1.31,0.75,1.14,1.37,0,0,0,0,0,0,0,1324.86,0,
EVOSTC,-900,QC,1,ABL,S080492,,,,,,1,,NMFS_000,73.37,75.23,75.31,69.61,61.73,,0,0.45,0.6,0,0,2.69,10.47,1.72,1.56,0,1.37,0,0,0,1,2.94,9.27,19.52,26.51,23.32,16.28,10.99,7.84,4.12,0,0,0,0,0,0,1448.71,0,
EVOSTC,-900,QC,1,ABL,W082090,,,,,,1,,NMFS_000,73.72,77.68,88.42,89.3,87.9,,0,3.05,8.67,0,0,0,12.41,2.24,5.81,0,6.38,6.89,0,0,0,3.44,6.76,13.51,22.24,24,26.21,28.21,24.55,23.53,0,13.16,0,0,0,0,2653.03,1611.41,
EVOSTC,-900,QC,1,ABL,W101090,,,,,,1,,NMFS_000,73.96,77.93,92.92,95.99,86.66,,0,0,0,0,0,0,5.96,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.42,4202.09,
EVOSTC,-900,QC,1,ABL,W112190,,,,,,1,,NMFS_000,74.25,76.56,79.81,79.82,69.34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429.21,0,
EVOSTC,-900,QC,1,ABL,F041492,,,,,,1,,NMFS_000,75.22,74.72,96.84,95.25,92.7,,0,4.1,0.58,1.38,2.06,19.23,39.67,15.37,5.13,1.45,2.72,0,2.05,2.02,2.97,3.27,3.48,4.66,6.46,8.63,10.94,13.2,12.96,10.56,0,9.44,0,0,0,0,1315.62,902.75,
EVOSTC,-900,QC,1,ABL,L062091,,,,,,1,,NMFS_000,75.75,79.27,87.79,85.58,84.28,,0,2.67,1.37,0,0,10.08,19.59,7.94,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313.53,0,
EVOSTC,-900,QC,1,ABL,L040991,,,,,,1,,NMFS_000,76.9,83.8,88.43,85.65,78.08,,0,5.52,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292.21,1249.51,
EVOSTC,-900,QC,1,ABL,W092590,,,,,,1,,NMFS_000,76.97,79.66,90.59,95.28,104.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437.84,3580.3,
EVOSTC,-900,QC,1,ABL,F042391,,,,,,1,,NMFS_000,77.66,80.44,85.72,81.6,72.88,,0,2.61,1.72,1.83,0,2.78,5.3,4.31,3.18,0,2.76,0,1.52,1.1,1,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335.52,0,
EVOSTC,-900,QC,1,ABL,S110592,,,,,,1,,NMFS_000,78.38,79.39,81.39,79.04,81.6,,0,2.27,1.05,0,0,2.74,41.33,2.31,5.1,3.81,7.97,0,0,0,0,1.31,1.88,3.46,5.12,6.17,6.47,5.73,5.15,3.65,0,0,0,0,0,0,1368.81,0,
EVOSTC,-900,QC,1,ABL,L060492,,,,,,1,,NMFS_000,78.7,93.4,97.45,92.91,80.97,,0,0,1.33,0,0,10.12,20.24,8.39,2.12,0,1.45,0,1.43,1.74,0.46,2.85,2.62,2.41,2.57,2.04,1.56,0,0,0,0,0,0,0,0,0,2234.2,0,
EVOSTC,-900,QC,1,ABL,F033093,,,,,,1,,NMFS_000,79.72,84.81,99.84,102.92,99.35,,0,1.49,0,0,0,0,4.65,1.13,0,0,0,0,0,0,0,0,0,2.38,0,161.11,0,0,1.4,0,0,0,0,0,0,0,1306.9,0,
EVOSTC,-900,QC,1,ABL,L060591,,,,,,1,,NMFS_000,80.37,82.8,94.95,99,97.13,,0,6.43,3.16,0,0,10.08,53.86,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712.48,0,
EVOSTC,-900,QC,1,ABL,W071390,,,,,,1,,NMFS_000,80.6,78.16,81.05,81,84.13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.47,34.63,44.93,40.39,36.12,29.75,24.71,19.84,0,0,0,0,0,0,2706.14,0,
EVOSTC,-900,QC,1,ABL,W121990,,,,,,1,,NMFS_000,81.05,83.07,88.33,90.86,88.68,,0,3.09,2.34,0,0,3.71,4.12,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346.28,271.24,
EVOSTC,-900,QC,1,ABL,L060592,,,,,,1,,NMFS_000,81.07,91.37,96.68,92.69,81.36,,0,0,0,0,0,3.99,9.02,4.12,2.04,0,1.05,0,0.91,0.97,0,2.12,1.21,1.47,0,0,0,0,0,0,0,0,0,0,0,0,2141.96,0,
EVOSTC,-900,QC,1,ABL,L020393,,,,,,1,,NMFS_000,81.42,87.85,93.12,90.18,79.08,,0,0,0,0,0,2.79,7.23,4.97,2.73,0,2.76,0,2.15,0,2.31,4.26,7.83,14.85,21.24,20.89,19.36,19.79,15.08,10.91,0,0,0,0,0,0,2388.14,3310.44,
EVOSTC,-900,QC,1,ABL,L012292,,,,,,1,,NMFS_000,81.49,83.05,95.13,97.5,90.5,,0,3.27,0,0,0,23.87,56.54,24.17,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472.04,6624.77,
EVOSTC,-900,QC,1,ABL,F050291,,,,,,1,,NMFS_000,81.57,87.85,103.11,106.83,104.25,,0,1.69,1.19,0.68,0,3.11,5.57,2.54,3.38,0,1.64,0,1.02,0.86,1.06,1.17,1.23,1.34,1.23,0,5.21,0,0,0,0,0,0,0,0,0,1225.21,0,
EVOSTC,-900,QC,1,ABL,R052093,,,,,,1,,NMFS_000,81.68,87.79,100.16,97.16,100.89,,0,0,0,0,0,8.24,24.89,6.9,2.29,0,2.05,0,1.52,1.05,0.79,2.13,3.45,5.08,5.89,5.44,4.4,3.83,2.85,2.86,0,0,0,0,0,0,1285.04,575.1,
EVOSTC,-900,QC,1,ABL,L050891,,,,,,1,,NMFS_000,81.78,79.28,84.2,82.56,77.5,,0,4.48,1.45,0,0,26.76,56.61,23.99,3.81,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615.88,0,
EVOSTC,-900,QC,1,ABL,L062992,,,,,,1,,NMFS_000,81.88,87.05,91.15,84.4,84.2,,0,0,0,0,0,18.46,37.44,15.78,4.69,23.37,0,0,0,0,0,0,0,9.83,5.59,8.57,0,0,0,0,0,0,0,0,0,0,2660.18,7698.42,
EVOSTC,-900,QC,1,ABL,L020592,,,,,,1,,NMFS_000,82,89.25,98.84,99.98,96.45,,0,1.25,0,0,0,22.11,54.16,25.49,3.61,0,0,0,0,0,0,0,0,1.54,0,0,0,2.31,0,0,0,0,0,0,0,0,2472.25,3149.39,
EVOSTC,-900,QC,1,ABL,L110992,,,,,,1,,NMFS_000,82.12,84.34,85.84,82.12,82.71,,0,1.99,0.49,0,0,3.11,7.78,4.05,3.2,0,2.33,0,1.86,1.93,2.34,4.69,9.55,17.53,25.01,28.43,27.58,23.11,19.72,13.82,0,6.51,0,0,0,0,1342.53,0,
