"Funding","Sin","Rep","LAB","QCbatch","strMAT","Vol","Proportion","DryWt","WetWt","AnalysisType","Catno","Units","comment","TtlAromatic","TPAH_adj","TOTALKANES","depth","Project","projectCode","invest","CollectMethod","matrix","SubMatrix","species","DateCollected","Year","location","sampler","agency","LAT","LONG","SampleType","QCERROR"
"EVOSTC",7825,1,"GERG","NP380","",NA,NA,10.82,13.68,"SEDIMENT","6596","",NA,154.31,149.77,772.9,"6","AIRWAT2","AW02","89-S-EWB-250-31","DIVE","sediment","","","7-Sep-89",1989,"EWANB","O'CLAIR","NMFS ABL",60.403,-148.157,"ENV","GOOD"
"EVOSTC",7826,1,"GERG","NP370","",NA,NA,11.91,20.32,"SEDIMENT","6592","",NA,8.49,7.81,203.2,"6","AIRWAT2","AW02","89-S-EWB-250-32","DIVE","sediment","","","7-Sep-89",1989,"EWANB","O'CLAIR","NMFS ABL",60.403,-148.157,"ENV","GOOD"
"EVOSTC",7827,1,"GERG","NP408","",NA,NA,10.23,19.19,"SEDIMENT","6592","",NA,103.01,92.76,762.3,"6","AIRWAT2","AW02","89-S-EWB-250-33","DIVE","sediment","","","7-Sep-89",1989,"EWANB","O'CLAIR","NMFS ABL",60.403,-148.157,"ENV","GOOD"
"EVOSTC",7831,1,"GERG","NP380","",NA,NA,10.22,14.1,"SEDIMENT","6596","",NA,83.22,80.17,238.8,"0","AIRWAT2","AW02","89-S-PB-250-11","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7832,1,"GERG","NP380","",NA,NA,10.3,16.48,"SEDIMENT","6596","",NA,45.04,42.52,263.4,"0","AIRWAT2","AW02","89-S-PB-250-12","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7833,1,"GERG","NP380","",NA,NA,10.19,12.44,"SEDIMENT","6596","",NA,83.17,80.84,407.2,"0","AIRWAT2","AW02","89-S-PB-250-13","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7834,1,"GERG","NP426","",NA,NA,4.06,29,"SEDIMENT","6698","",NA,132.23,130.58,2329.7,"3","AIRWAT2","AW02","89-S-PB-250-21","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7835,1,"GERG","NP426","",NA,NA,3.64,28.89,"SEDIMENT","6698","",NA,85.38,83.66,2717.4,"3","AIRWAT2","AW02","89-S-PB-250-22","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7836,1,"GERG","NP426","",NA,NA,4.63,32.61,"SEDIMENT","6698","",NA,95.41,93.59,2919.7,"3","AIRWAT2","AW02","89-S-PB-250-23","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7837,1,"GERG","NP380","",NA,NA,10.14,33.58,"SEDIMENT","6596","",NA,72.9,70.71,2490.8,"6","AIRWAT2","AW02","89-S-PB-250-31","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7838,1,"GERG","NP380","",NA,NA,10.13,26.31,"SEDIMENT","6596","",NA,85.04,82.22,3174.2,"6","AIRWAT2","AW02","89-S-PB-250-32","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7839,1,"GERG","NP380","",NA,NA,10.3,22.49,"SEDIMENT","6596","",NA,279.7,274.48,3403.6,"6","AIRWAT2","AW02","89-S-PB-250-33","DIVE","sediment","","","7-Sep-89",1989,"PADDB","O'CLAIR","NMFS ABL",60.418,-148.096,"ENV","GOOD"
"EVOSTC",7853,1,"ABL","W110790","",NA,NA,0.926,10.3,"TISSUE","NMFS_031","",NA,10.57,10.57,525.07,"5","AIRWAT3","AW03","89-M-PWP-251-05","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"PWALE","O'CLAIR","NMFS ABL",60.081,-148.075,"ENV","GOOD"
"EVOSTC",7854,1,"ABL","L010991","",NA,NA,0.689,9.84,"TISSUE","NMFS_031","",NA,42.3,41.61,239.56,"25","AIRWAT3","AW03","89-M-PWP-251-25","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"PWALE","O'CLAIR","NMFS ABL",60.081,-148.075,"ENV","GOOD"
"EVOSTC",7855,1,"GERG","NP380","",NA,NA,10.25,17.08,"SEDIMENT","6596","",NA,131.72,127.41,609.1,"0","AIRWAT2","AW02","89-S-IB-251-11","DIVE","sediment","","","8-Sep-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.106,-147.997,"ENV","GOOD"
"EVOSTC",7856,1,"GERG","NP380","",NA,NA,10.29,17.41,"SEDIMENT","6596","",NA,202.61,196.84,984.9,"0","AIRWAT2","AW02","89-S-IB-251-12","DIVE","sediment","","","8-Sep-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.106,-147.997,"ENV","GOOD"
"EVOSTC",7857,1,"GERG","NP380","",NA,NA,10.93,19.76,"SEDIMENT","6596","",NA,107.29,104.4,780.8,"0","AIRWAT2","AW02","89-S-IB-251-13","DIVE","sediment","","","8-Sep-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.106,-147.997,"ENV","GOOD"
"EVOSTC",7861,1,"GERG","NP380","",NA,NA,10.29,15.29,"SEDIMENT","6596","",NA,931.19,925.2,594.1,"6","AIRWAT2","AW02","89-S-IB-251-31","DIVE","sediment","","","8-Sep-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.106,-147.997,"ENV","GOOD"
"EVOSTC",7862,1,"GERG","NP381","",NA,NA,10.89,14.48,"SEDIMENT","6596","",NA,102.9,96.68,457.8,"6","AIRWAT2","AW02","89-S-IB-251-32","DIVE","sediment","","","8-Sep-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.106,-147.997,"ENV","GOOD"
"EVOSTC",7863,1,"GERG","NP381","",NA,NA,10.17,13.43,"SEDIMENT","6596","",NA,183.84,174.86,785.9,"6","AIRWAT2","AW02","89-S-IB-251-33","DIVE","sediment","","","8-Sep-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.106,-147.997,"ENV","GOOD"
"EVOSTC",7867,1,"ABL","W101090","",NA,NA,1.21,10.1,"TISSUE","NMFS_031","",NA,46.15,45.69,792.48,"1","AIRWAT3","AW03","89M-SQI-251-01A","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"SQUII","O'CLAIR","NMFS ABL",60.239,-147.944,"ENV","GOOD"
"EVOSTC",7868,1,"ABL","W101090","",NA,NA,1.37,10.5,"TISSUE","NMFS_031","",NA,61.77,60.15,1224.66,"1","AIRWAT3","AW03","89M-SQI-251-01B","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"SQUII","O'CLAIR","NMFS ABL",60.239,-147.944,"ENV","GOOD"
"EVOSTC",7870,1,"ABL","W101090","",NA,NA,0.694,8.67,"TISSUE","NMFS_031","",NA,46.34,46.34,457.41,"25","AIRWAT3","AW03","89-M-SQI-251-25","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"SQUII","O'CLAIR","NMFS ABL",60.239,-147.944,"ENV","GOOD"
"EVOSTC",7871,1,"ABL","W092590","",NA,NA,1.13,9.79,"TISSUE","NMFS_031","",NA,11.46,10.86,1173.89,"1","AIRWAT3","AW03","89-M-BP-251-01","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"BAINP","O'CLAIR","NMFS ABL",60.144,-148.093,"ENV","GOOD"
"EVOSTC",7872,1,"ABL","W092590","",NA,NA,1.35,10.5,"TISSUE","NMFS_031","",NA,17.39,17.39,1823.75,"5","AIRWAT3","AW03","89-M-BP-251-05","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"BAINP","O'CLAIR","NMFS ABL",60.144,-148.093,"ENV","GOOD"
"EVOSTC",7873,1,"ABL","W092590","",NA,NA,0.721,8.96,"TISSUE","NMFS_031","",NA,16.3,15.87,233.86,"25","AIRWAT3","AW03","89-M-BP-251-25","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"BAINP","O'CLAIR","NMFS ABL",60.144,-148.093,"ENV","GOOD"
"EVOSTC",7874,1,"GERG","NP381","",NA,NA,10.87,14.1,"SEDIMENT","6596","",NA,74.88,73.17,166,"0","AIRWAT2","AW02","89-S-FF-251-11","DIVE","sediment","","","8-Sep-89",1989,"FOXFA","O'CLAIR","NMFS ABL",59.973,-148.177,"ENV","GOOD"
"EVOSTC",7875,1,"GERG","NP381","",NA,NA,10.35,13.12,"SEDIMENT","6596","",NA,69.96,67.5,190.4,"0","AIRWAT2","AW02","89-S-FF-251-12","DIVE","sediment","","","8-Sep-89",1989,"FOXFA","O'CLAIR","NMFS ABL",59.973,-148.177,"ENV","GOOD"
"EVOSTC",7876,1,"GERG","NP381","",NA,NA,10.14,12.75,"SEDIMENT","6596","",NA,51.64,49.11,218.5,"0","AIRWAT2","AW02","89-S-FF-251-13","DIVE","sediment","","","8-Sep-89",1989,"FOXFA","O'CLAIR","NMFS ABL",59.973,-148.177,"ENV","GOOD"
"EVOSTC",7880,1,"GERG","NP381","",NA,NA,10.32,13.05,"SEDIMENT","6596","",NA,75.17,70.63,199.8,"6","AIRWAT2","AW02","89-S-FF-251-31","DIVE","sediment","","","8-Sep-89",1989,"FOXFA","O'CLAIR","NMFS ABL",59.973,-148.177,"ENV","GOOD"
"EVOSTC",7881,1,"GERG","NP381","",NA,NA,10.17,13.6,"SEDIMENT","6596","",NA,54.51,50.63,140.8,"6","AIRWAT2","AW02","89-S-FF-251-32","DIVE","sediment","","","8-Sep-89",1989,"FOXFA","O'CLAIR","NMFS ABL",59.973,-148.177,"ENV","GOOD"
"EVOSTC",7882,1,"GERG","NP381","",NA,NA,10.37,13.66,"SEDIMENT","6596","",NA,132.06,128.65,244.6,"6","AIRWAT2","AW02","89-S-FF-251-33","DIVE","sediment","","","8-Sep-89",1989,"FOXFA","O'CLAIR","NMFS ABL",59.973,-148.177,"ENV","GOOD"
"EVOSTC",7884,1,"ABL","W101090","",NA,NA,1.54,11,"TISSUE","NMFS_031","",NA,43.81,43.81,949.96,"1","AIRWAT3","AW03","89-M-EP-251-01A","CAMU","tissue","WHOLE","MUSS","8-Sep-89",1989,"ELRIP","O'CLAIR","NMFS ABL",59.972,-148.117,"ENV","GOOD"
"EVOSTC",7886,1,"ABL","W101090","",NA,NA,0.885,8.85,"TISSUE","NMFS_032","",NA,20.9,20.9,1281.54,"1","AIRWAT3","AW03","89-M-JC-252-01","CAMU","tissue","WHOLE","MUSS","9-Sep-89",1989,"JOHNC","O'CLAIR","NMFS ABL",60.062,-147.977,"ENV","GOOD"
"EVOSTC",7887,1,"ABL","W101090","",NA,NA,0.782,9.78,"TISSUE","NMFS_032","",NA,70.12,69.29,336.99,"25","AIRWAT3","AW03","89-M-JC-252-25","CAMU","tissue","WHOLE","MUSS","9-Sep-89",1989,"JOHNC","O'CLAIR","NMFS ABL",60.062,-147.977,"ENV","GOOD"
"EVOSTC",7900,1,"GERG","NP381","",NA,NA,10.33,13.75,"SEDIMENT","6596","",NA,252.32,245.39,352.4,"0","AIRWAT2","AW02","89-S-SLB-252-11","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7901,1,"GERG","NP381","",NA,NA,10.4,13.67,"SEDIMENT","6596","",NA,290.91,283.87,374,"0","AIRWAT2","AW02","89-S-SLB-252-12","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7902,1,"GERG","NP084","",NA,NA,10.023,12.164,"SEDIMENT","6167","",NA,15.37,12.08,334.54,"0","AIRWAT2","AW02","89-S-SLB-252-13","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7903,1,"GERG","NP426","",NA,NA,10.27,15.28,"SEDIMENT","6698","",NA,1256.69,1225.05,2007.1,"3","AIRWAT2","AW02","89-S-SLB-252-21","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7904,1,"GERG","NP455","",NA,NA,10.19,14.58,"SEDIMENT","6696","",NA,240.14,236.85,706.4,"3","AIRWAT2","AW02","89-S-SLB-252-22","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7905,1,"GERG","NP084","",NA,NA,10.01,14.079,"SEDIMENT","6167","",NA,226.48,219.81,882.74,"3","AIRWAT2","AW02","89-S-SLB-252-23","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7906,1,"GERG","NP370","",NA,NA,11.31,15.51,"SEDIMENT","6592","",NA,165.7,161.24,390.5,"6","AIRWAT2","AW02","89-S-SLB-252-31","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7907,1,"GERG","NP370","",NA,NA,10.17,13.74,"SEDIMENT","6592","",NA,150.17,145.7,360.3,"6","AIRWAT2","AW02","89-S-SLB-252-32","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7908,1,"GERG","NP084","",NA,NA,10.028,13.775,"SEDIMENT","6167","",NA,157.32,152.23,517.76,"6","AIRWAT2","AW02","89-S-SLB-252-33","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",7911,1,"ABL","W112190","",NA,NA,1.65,10.3,"TISSUE","NMFS_032","",NA,45.76,45.76,780.6,"1","AIRWAT3","AW03","89-M-NE-252-01B","CAMU","tissue","WHOLE","MUSS","9-Sep-89",1989,"NEDDL","O'CLAIR","NMFS ABL",60.118,-147.572,"ENV","GOOD"
"EVOSTC",7923,1,"ABL","L073191","",NA,NA,0.841,9.34,"TISSUE","NMFS_032","",NA,58.41,57.5,1088.53,"0","AIRWAT3","AW03","89-MN-GI-252-A","HAND","tissue","WHOLE","MUSS","9-Sep-89",1989,"GREEI","O'CLAIR","NMFS ABL",60.272,-147.433,"ENV","GOOD"
"EVOSTC",7925,1,"GERG","NP370","",NA,NA,11.4,14.52,"SEDIMENT","6592","",NA,4.83,3.86,401.4,"0","AIRWAT2","AW02","89-S-SH-252-11","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7926,1,"GERG","NP370","",NA,NA,11.35,14.24,"SEDIMENT","6592","",NA,2457.72,2397.38,2657.5,"0","AIRWAT2","AW02","89-S-SH-252-12","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7927,1,"GERG","NP370","",NA,NA,10.48,17.41,"SEDIMENT","6592","",NA,66.9,63.63,672,"0","AIRWAT2","AW02","89-S-SH-252-13","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7928,1,"GERG","NP476","",NA,NA,8.97,13.55,"SEDIMENT","6697","",NA,11392.62,11311.33,1447.4,"3","AIRWAT2","AW02","89-S-SH-252-21","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7929,1,"GERG","NP459","",NA,NA,8.79,26.4,"SEDIMENT","6697","",NA,242.88,234.27,965,"3","AIRWAT2","AW02","89-S-SH-252-22","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7931,1,"GERG","NP370","",NA,NA,10.94,13.67,"SEDIMENT","6592","",NA,1508.59,1478.36,2896.7,"6","AIRWAT2","AW02","89-S-SH-252-31","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7932,1,"GERG","NP375","",NA,NA,10.04,13.75,"SEDIMENT","6592","",NA,657.17,638.3,2228.7,"6","AIRWAT2","AW02","89-S-SH-252-32","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7933,1,"GERG","NP370","",NA,NA,11.29,17.37,"SEDIMENT","6592","",NA,835.96,808.49,2136,"6","AIRWAT2","AW02","89-S-SH-252-33","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7935,1,"GERG","NP459","",NA,NA,8.85,23.29,"SEDIMENT","6697","",NA,815.28,789.7,1607,"20","AIRWAT2","AW02","89-S-SH-252-42","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.763,"ENV","GOOD"
"EVOSTC",7936,1,"GERG","NP459","",NA,NA,8.52,22.42,"SEDIMENT","6697","",NA,541.23,522.71,1885.9,"20","AIRWAT2","AW02","89-S-SH-252-43","DIVE","sediment","","","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.763,"ENV","GOOD"
"EVOSTC",7938,1,"ABL","L052191","",NA,NA,0.823,9.15,"TISSUE","NMFS_032","",NA,1021.07,1013.11,10066.52,"0","AIRWAT3","AW03","89-MN-SH-252-A","HAND","tissue","WHOLE","MUSS","9-Sep-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.765,"ENV","GOOD"
"EVOSTC",7951,1,"GERG","NP459","",NA,NA,10.25,12.07,"SEDIMENT","6697","",NA,196.78,189.99,718.4,"0","AIRWAT2","AW02","89-S-BI-253-12","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7952,1,"GERG","NP426","",NA,NA,10.89,16.86,"SEDIMENT","6698","",NA,187.96,184.46,1330.3,"0","AIRWAT2","AW02","89-S-BI-253-13","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7953,1,"GERG","NP459","",NA,NA,10.88,13.58,"SEDIMENT","6697","",NA,498.94,485.01,548.5,"3","AIRWAT2","AW02","89-S-BI-253-21","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7954,1,"GERG","NP426","",NA,NA,10.27,17.53,"SEDIMENT","6698","",NA,43.58,42.19,252.8,"3","AIRWAT2","AW02","89-S-BI-253-22","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7955,1,"GERG","NP459","",NA,NA,10.69,13.02,"SEDIMENT","6697","",NA,84.07,79.8,366.1,"3","AIRWAT2","AW02","89-S-BI-253-23","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7956,1,"GERG","NP460","",NA,NA,9.44,19.96,"SEDIMENT","6697","",NA,137.45,131.87,824.3,"6","AIRWAT2","AW02","89-S-BI-253-31","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7957,1,"GERG","NP426","",NA,NA,2.85,16.57,"SEDIMENT","6698","",NA,407,394.5,1910,"6","AIRWAT2","AW02","89-S-BI-253-32","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7958,1,"GERG","NP455","",NA,NA,9.67,43.17,"SEDIMENT","6696","",NA,25.23,24.13,209.4,"6","AIRWAT2","AW02","89-S-BI-253-33","DIVE","sediment","","","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.468,-147.747,"ENV","GOOD"
"EVOSTC",7960,1,"ABL","L030791","",NA,NA,0.631,9.01,"TISSUE","NMFS_032","",NA,525.61,519.87,4222.91,"0","AIRWAT3","AW03","89-MN-BI-253-A","HAND","tissue","WHOLE","MUSS","10-Sep-89",1989,"BOISL","O'CLAIR","NMFS ABL",60.387,-147.747,"ENV","GOOD"
"EVOSTC",7974,1,"ABL","W092590","",NA,NA,1.16,9.83,"TISSUE","NMFS_032","",NA,28.17,28.17,948.79,"1","AIRWAT3","AW03","89-M-MB-253-01A","CAMU","tissue","WHOLE","MUSS","10-Sep-89",1989,"MAINB","O'CLAIR","NMFS ABL",60.544,-148.068,"ENV","GOOD"
"EVOSTC",7976,1,"ABL","W092590","",NA,NA,1.06,9.94,"TISSUE","NMFS_032","",NA,18.76,18.76,660.52,"5","AIRWAT3","AW03","89-M-MB-253-05","CAMU","tissue","WHOLE","MUSS","10-Sep-89",1989,"MAINB","O'CLAIR","NMFS ABL",60.544,-148.068,"ENV","GOOD"
"EVOSTC",7977,1,"ABL","W092590","",NA,NA,0.762,9.87,"TISSUE","NMFS_032","",NA,15.05,14.67,229.86,"25","AIRWAT3","AW03","89-M-MB-253-25","CAMU","tissue","WHOLE","MUSS","10-Sep-89",1989,"MAINB","O'CLAIR","NMFS ABL",60.544,-148.068,"ENV","GOOD"
"EVOSTC",7978,1,"GERG","NP004","",NA,NA,0.407,5.118,"TISSUE","6104","",NA,28.32,24.02,1132.3,"1","FSHSHL16","FS16","89-O-PI-253-A","HAND","tissue","WHOLE","OYST","10-Sep-89",1989,"PERRI","O'CLAIR","NMFS ABL",60.682,-147.917,"ENV","GOOD"
"EVOSTC",7979,1,"GERG","NP009","",NA,NA,0.508,5.238,"TISSUE","6116","",NA,92.79,91.35,224.2,"1","FSHSHL16","FS16","89-O-PI-253-B","HAND","tissue","WHOLE","OYST","10-Sep-89",1989,"PERRI","O'CLAIR","NMFS ABL",60.682,-147.917,"ENV","GOOD"
"EVOSTC",7980,1,"GERG","NP009","",NA,NA,1.25,5.506,"TISSUE","6116","",NA,72.35,70.87,452.6,"1","FSHSHL16","FS16","89-O-PI-253-C","HAND","tissue","WHOLE","OYST","10-Sep-89",1989,"PERRI","O'CLAIR","NMFS ABL",60.682,-147.917,"ENV","GOOD"
"EVOSTC",7982,1,"GERG","NP004","",NA,NA,0.399,5.195,"TISSUE","6104","",NA,42,37.58,189.4,"1","FSHSHL16","FS16","89-O-FI-254-A","HAND","tissue","WHOLE","OYST","11-Sep-89",1989,"FAIRI","O'CLAIR","NMFS ABL",60.896,-147.456,"ENV","GOOD"
"EVOSTC",7984,1,"GERG","NP009","",NA,NA,0.666,5.546,"TISSUE","6116","",NA,41.06,36.52,649.5,"1","FSHSHL16","FS16","89-O-FI-254-C","HAND","tissue","WHOLE","OYST","11-Sep-89",1989,"FAIRI","O'CLAIR","NMFS ABL",60.896,-147.456,"ENV","GOOD"
"EVOSTC",8012,1,"GERG","NP381","",NA,NA,10.57,14,"SEDIMENT","6596","",NA,269.72,263.27,378.1,"0","AIRWAT2","AW02","89-S-SLB-252-13","DIVE","sediment","","","9-Sep-89",1989,"SLEEB","O'CLAIR","NMFS ABL",60.067,-147.833,"ENV","GOOD"
"EVOSTC",8020,1,"GERG","NP029","",NA,NA,0.326,5.055,"TISSUE","6161","",NA,17.49,15.31,337.6,"","FSHSHL1","FS01","1-Jan","HAND","tissue","WHOLE","MUSS","19-Jul-89",1989,"19TL","SHARR","ADF&G",60.637,-145.809,"ENV","GOOD"
"EVOSTC",8022,1,"GERG","NP029","",NA,NA,0.312,5.085,"TISSUE","6161","",NA,17.27,15.06,295.14,"","FSHSHL1","FS01","1-Feb","HAND","tissue","WHOLE","MUSS","19-Jul-89",1989,"21RO","SHARR","ADF&G",60.646,-145.809,"ENV","GOOD"
"EVOSTC",8025,1,"GERG","NP029","",NA,NA,0.187,5.096,"TISSUE","6161","",NA,14.58,13.01,194.28,"","FSHSHL1","FS01","1-Mar","HAND","tissue","WHOLE","MUSS","20-Jul-89",1989,"35KO","SHARR","ADF&G",60.707,-145.898,"ENV","GOOD"
"EVOSTC",8027,1,"GERG","NP029","",NA,NA,0.341,5.094,"TISSUE","6161","",NA,12.75,11.1,166.74,"","FSHSHL1","FS01","1-Apr","HAND","tissue","WHOLE","MUSS","20-Jul-89",1989,"37AL","SHARR","ADF&G",60.669,-146.023,"ENV","GOOD"
"EVOSTC",8029,1,"GERG","NP029","",NA,NA,0.59,5.176,"TISSUE","6161","",NA,15.55,13.42,451.09,"","FSHSHL1","FS01","1-May","HAND","tissue","WHOLE","MUSS","20-Jul-89",1989,"41PA","SHARR","ADF&G",60.666,-146.214,"ENV","GOOD"
"EVOSTC",8031,1,"GERG","NP029","",NA,NA,0.372,5.18,"TISSUE","6161","",NA,20.83,19.25,389.01,"","FSHSHL1","FS01","1-Jun","HAND","tissue","WHOLE","MUSS","20-Jul-89",1989,"46CO","SHARR","ADF&G",60.71,-146.068,"ENV","GOOD"
"EVOSTC",8033,1,"GERG","NP029","",NA,NA,0.532,5.271,"TISSUE","6161","",NA,18.45,16.13,830.15,"","FSHSHL1","FS01","1-Jul","HAND","tissue","WHOLE","MUSS","20-Jul-89",1989,"48BE","SHARR","ADF&G",60.755,-146.972,"ENV","GOOD"
"EVOSTC",8036,1,"GERG","NP029","",NA,NA,0.408,5.189,"TISSUE","6161","",NA,13.7,12.04,548.78,"","FSHSHL1","FS01","1-Aug","HAND","tissue","WHOLE","MUSS","21-Jul-89",1989,"51OL","SHARR","ADF&G",60.746,-146.135,"ENV","GOOD"
"EVOSTC",8038,1,"GERG","NP029","",NA,NA,0.373,5.237,"TISSUE","6161","",NA,16.91,15,362.39,"","FSHSHL1","FS01","1-Sep","HAND","tissue","WHOLE","MUSS","21-Jul-89",1989,"52CO","SHARR","ADF&G",60.748,-146.224,"ENV","GOOD"
"EVOSTC",8040,1,"GERG","NP029","",NA,NA,0.451,5.171,"TISSUE","6161","",NA,15.59,13.71,454.47,"","FSHSHL1","FS01","1-Oct","HAND","tissue","WHOLE","MUSS","21-Jul-89",1989,"54CA","SHARR","ADF&G",60.714,-146.283,"ENV","GOOD"
"EVOSTC",8042,1,"GERG","NP029","",NA,NA,0.691,5.397,"TISSUE","6161","",NA,15.29,13.26,649.79,"","FSHSHL1","FS01","1-Nov","HAND","tissue","WHOLE","MUSS","21-Jul-89",1989,"56SM","SHARR","ADF&G",60.779,-146.27,"ENV","GOOD"
"EVOSTC",8044,1,"GERG","NP029","",NA,NA,0.515,5.049,"TISSUE","6161","",NA,15.95,14.35,410.77,"","FSHSHL1","FS01","1-Dec","HAND","tissue","WHOLE","MUSS","21-Jul-89",1989,"76IR","SHARR","ADF&G",60.756,-146.432,"ENV","GOOD"
