Sin,depth,Project,FundingSource,projectCode,invest,CollectMethod,matrix,SubMatrix,species,DateCollected,Year,location,sampler,agency,LAT,LONG,SampleType,QCERROR,comment
1000,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,26-Mar-89,1989,ROCKB,KARINEN,NMFS ABL,60.337,-147.124,ENV,GOOD,
1001,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,26-Mar-89,1989,ROCKB,KARINEN,NMFS ABL,60.337,-147.124,ENV,GOOD,
1002,0,COAHAB1,EVOSTC,CH1,S3,COCU,SEDIMENT,,,26-Mar-89,1989,ROCKB,KARINEN,NMFS ABL,60.337,-147.124,ENV,GOOD,
1003,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,26-Mar-89,1989,ROCKB,KARINEN,NMFS ABL,60.337,-147.124,ENV,GOOD,
1004,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,26-Mar-89,1989,ROCKB,KARINEN,NMFS ABL,60.337,-147.124,ENV,GOOD,
1005,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,26-Mar-89,1989,ROCKB,KARINEN,NMFS ABL,60.337,-147.124,ENV,GOOD,
1006,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,26-Mar-89,1989,CONST,KARINEN,NMFS ABL,60.349,-146.761,ENV,GOOD,
1007,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,26-Mar-89,1989,CONST,KARINEN,NMFS ABL,60.349,-146.761,ENV,GOOD,
1008,0,COAHAB1,EVOSTC,CH1,S3,COCU,SEDIMENT,,,26-Mar-89,1989,CONST,KARINEN,NMFS ABL,60.349,-146.761,ENV,GOOD,
1012,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,29-Mar-89,1989,SIWAB,KARINEN,NMFS ABL,60.954,-147.681,ENV,GOOD,
1013,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,29-Mar-89,1989,SIWAB,KARINEN,NMFS ABL,60.954,-147.681,ENV,GOOD,
1014,0,COAHAB1,EVOSTC,CH1,S3,COCU,SEDIMENT,,,29-Mar-89,1989,SIWAB,KARINEN,NMFS ABL,60.954,-147.681,ENV,GOOD,
1015,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,29-Mar-89,1989,SIWAB,KARINEN,NMFS ABL,60.954,-147.681,ENV,GOOD,
1016,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,29-Mar-89,1989,SIWAB,KARINEN,NMFS ABL,60.954,-147.681,ENV,GOOD,
1017,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,29-Mar-89,1989,SIWAB,KARINEN,NMFS ABL,60.954,-147.681,ENV,GOOD,
1024,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,28-Mar-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1025,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,28-Mar-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1026,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,28-Mar-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1027,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,28-Mar-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1028,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,28-Mar-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1029,0,COAHAB1,EVOSTC,CH1,S3,COCU,SEDIMENT,,,28-Mar-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1030,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,28-Mar-89,1989,BLIGI,KARINEN,NMFS ABL,60.867,-146.754,ENV,GOOD,
1031,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,28-Mar-89,1989,BLIGI,KARINEN,NMFS ABL,60.867,-146.754,ENV,GOOD,
1032,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,28-Mar-89,1989,BLIGI,KARINEN,NMFS ABL,60.867,-146.754,ENV,GOOD,
1033,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,28-Mar-89,1989,BLIGI,KARINEN,NMFS ABL,60.867,-146.754,ENV,GOOD,
1034,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,28-Mar-89,1989,BLIGI,KARINEN,NMFS ABL,60.867,-146.754,ENV,GOOD,
1036,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,30-Mar-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1037,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,30-Mar-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1038,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,30-Mar-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1039,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,30-Mar-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1040,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,30-Mar-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1041,0,COAHAB1,EVOSTC,CH1,S3,COCU,SEDIMENT,,,30-Mar-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1065,-2,COAHAB1,EVOSTC,CH1,M1 SITE 1,HAND,TISSUE,WHOLE,MUSS,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1066,-2,COAHAB1,EVOSTC,CH1,M2 SITE 1,HAND,TISSUE,WHOLE,MUSS,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1067,-2,COAHAB1,EVOSTC,CH1,M3 SITE 1,HAND,TISSUE,WHOLE,MUSS,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1068,0,COAHAB1,EVOSTC,CH1,S1 SITE 1,COCU,SEDIMENT,,,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1069,0,COAHAB1,EVOSTC,CH1,S2 SITE 1,COCU,SEDIMENT,,,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1070,0,COAHAB1,EVOSTC,CH1,S3 SITE 1,COCU,SEDIMENT,,,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1071,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,01-Apr-89,1989,CRABB,KARINEN,NMFS ABL,60.072,-147.997,ENV,GOOD,
1072,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,01-Apr-89,1989,CRABB,KARINEN,NMFS ABL,60.072,-147.997,ENV,GOOD,
1073,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,01-Apr-89,1989,CRABB,KARINEN,NMFS ABL,60.072,-147.997,ENV,GOOD,
1074,0,COAHAB1,EVOSTC,CH1,S1 SITE 2,COCU,SEDIMENT,,,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1075,0,COAHAB1,EVOSTC,CH1,S2 SITE 2,COCU,SEDIMENT,,,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1076,0,COAHAB1,EVOSTC,CH1,S3 SITE 2,COCU,SEDIMENT,,,31-Mar-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1077,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,03-Apr-89,1989,GREEI,KARINEN,NMFS ABL,60.295,-147.375,ENV,GOOD,
1078,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,03-Apr-89,1989,GREEI,KARINEN,NMFS ABL,60.295,-147.375,ENV,GOOD,
1079,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,03-Apr-89,1989,GREEI,KARINEN,NMFS ABL,60.295,-147.375,ENV,GOOD,
1080,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,01-Apr-89,1989,CRABB,KARINEN,NMFS ABL,60.072,-147.997,ENV,GOOD,
1081,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,01-Apr-89,1989,CRABB,KARINEN,NMFS ABL,60.072,-147.997,ENV,GOOD,
1082,0,COAHAB1,EVOSTC,CH1,S3,COCU,SEDIMENT,,,01-Apr-89,1989,CRABB,KARINEN,NMFS ABL,60.072,-147.997,ENV,GOOD,
1083,0,COAHAB1,EVOSTC,CH1,S1,COCU,SEDIMENT,,,05-Apr-89,1989,OLSEN,KARINEN,NMFS ABL,60.739,-146.198,ENV,GOOD,
1084,0,COAHAB1,EVOSTC,CH1,S3,COCU,SEDIMENT,,,04-Apr-89,1989,OLSEN,KARINEN,NMFS ABL,60.739,-146.198,ENV,GOOD,
1094,-2,COAHAB1,EVOSTC,CH1,M01 SITE 1,HAND,TISSUE,WHOLE,MUSS,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1095,-2,COAHAB1,EVOSTC,CH1,M02 SITE 1,HAND,TISSUE,WHOLE,MUSS,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1096,-2,COAHAB1,EVOSTC,CH1,M03 SITE 1,HAND,TISSUE,WHOLE,MUSS,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1097,0,COAHAB1,EVOSTC,CH1,S11 SITE 2,COCU,SEDIMENT,,,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1098,0,COAHAB1,EVOSTC,CH1,S12 SITE 2,COCU,SEDIMENT,,,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1099,0,COAHAB1,EVOSTC,CH1,S13 SITE 2,COCU,SEDIMENT,,,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1100,-2,COAHAB1,EVOSTC,CH1,M11 SITE 2,HAND,TISSUE,WHOLE,MUSS,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1101,-2,COAHAB1,EVOSTC,CH1,M12 SITE 2,HAND,TISSUE,WHOLE,MUSS,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1102,-2,COAHAB1,EVOSTC,CH1,M13 SITE 2,HAND,TISSUE,WHOLE,MUSS,07-Apr-89,1989,BARNC,KARINEN,NMFS ABL,60.309,-147.762,ENV,GOOD,
1103,0,COAHAB1,EVOSTC,CH1,S2,COCU,SEDIMENT,,,06-Apr-89,1989,OLSEN,KARINEN,NMFS ABL,60.739,-146.198,ENV,GOOD,
1104,-2,COAHAB1,EVOSTC,CH1,M1,HAND,TISSUE,WHOLE,MUSS,06-Apr-89,1989,OLSEN,KARINEN,NMFS ABL,60.739,-146.198,ENV,GOOD,
1105,-2,COAHAB1,EVOSTC,CH1,M2,HAND,TISSUE,WHOLE,MUSS,06-Apr-89,1989,OLSEN,KARINEN,NMFS ABL,60.739,-146.198,ENV,GOOD,
1106,-2,COAHAB1,EVOSTC,CH1,M3,HAND,TISSUE,WHOLE,MUSS,06-Apr-89,1989,OLSEN,KARINEN,NMFS ABL,60.739,-146.198,ENV,GOOD,
1107,0,COAHAB1,EVOSTC,CH1,S02,COCU,SEDIMENT,,,08-Apr-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1111,0,COAHAB1,EVOSTC,CH1,S01,COCU,SEDIMENT,,,08-Apr-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1112,0,COAHAB1,EVOSTC,CH1,S02,COCU,SEDIMENT,,,08-Apr-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1113,0,COAHAB1,EVOSTC,CH1,S03,COCU,SEDIMENT,,,08-Apr-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1114,-2,COAHAB1,EVOSTC,CH1,M01,HAND,TISSUE,WHOLE,MUSS,08-Apr-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1115,-2,COAHAB1,EVOSTC,CH1,M02,HAND,TISSUE,WHOLE,MUSS,08-Apr-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1116,-2,COAHAB1,EVOSTC,CH1,M03,HAND,TISSUE,WHOLE,MUSS,08-Apr-89,1989,NAKEI,KARINEN,NMFS ABL,60.652,-147.437,ENV,GOOD,
1117,0,COAHAB1,EVOSTC,CH1,S01,COCU,SEDIMENT,,,08-Apr-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1118,0,COAHAB1,EVOSTC,CH1,S03,COCU,SEDIMENT,,,08-Apr-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1119,-2,COAHAB1,EVOSTC,CH1,M01,HAND,TISSUE,WHOLE,MUSS,08-Apr-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1120,-2,COAHAB1,EVOSTC,CH1,M02,HAND,TISSUE,WHOLE,MUSS,08-Apr-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1121,-2,COAHAB1,EVOSTC,CH1,M03,HAND,TISSUE,WHOLE,MUSS,08-Apr-89,1989,BOISL,KARINEN,NMFS ABL,60.363,-147.692,ENV,GOOD,
1150,1,AIRWAT3,EVOSTC,AW03,00101232473774,HAND,WATER,,,04-Apr-89,1989,BOISL,SHORT,NMFS ABL,60.387,-147.629,ENV,GOOD,
1151,1,AIRWAT3,EVOSTC,AW03,00110232473774,HAND,WATER,,,04-Apr-89,1989,BOISL,SHORT,NMFS ABL,60.387,-147.629,ENV,GOOD,
1152,1,AIRWAT3,EVOSTC,AW03,00111232473774,HAND,WATER,,,04-Apr-89,1989,BOISL,SHORT,NMFS ABL,60.387,-147.629,ENV,GOOD,
1154,5,AIRWAT3,EVOSTC,AW03,10110232473774,HAND,WATER,,,04-Apr-89,1989,BOISL,SHORT,NMFS ABL,60.387,-147.629,ENV,GOOD,
1156,1,AIRWAT3,EVOSTC,AW03,00101311572410,HAND,WATER,,,04-Apr-89,1989,SMITI,SHORT,NMFS ABL,60.519,-147.402,ENV,GOOD,
1157,1,AIRWAT3,EVOSTC,AW03,00110311572410,HAND,WATER,,,04-Apr-89,1989,SMITI,SHORT,NMFS ABL,60.519,-147.402,ENV,GOOD,
1158,1,AIRWAT3,EVOSTC,AW03,00111311572410,HAND,WATER,,,04-Apr-89,1989,SMITI,SHORT,NMFS ABL,60.519,-147.402,ENV,GOOD,
1160,5,AIRWAT3,EVOSTC,AW03,10110311572410,HAND,WATER,,,04-Apr-89,1989,SMITI,SHORT,NMFS ABL,60.519,-147.402,ENV,GOOD,
1161,5,AIRWAT3,EVOSTC,AW03,10111311572410,HAND,WATER,,,04-Apr-89,1989,SMITI,SHORT,NMFS ABL,60.519,-147.402,ENV,GOOD,
1162,1,AIRWAT3,EVOSTC,AW03,00101603273405,HAND,WATER,,,04-Apr-89,1989,ELEAI,SHORT,NMFS ABL,60.535,-147.568,ENV,GOOD,
1163,1,AIRWAT3,EVOSTC,AW03,00110603273405,HAND,WATER,,,04-Apr-89,1989,ELEAI,SHORT,NMFS ABL,60.535,-147.568,ENV,GOOD,
1164,1,AIRWAT3,EVOSTC,AW03,00111603273405,HAND,WATER,,,04-Apr-89,1989,ELEAI,SHORT,NMFS ABL,60.535,-147.568,ENV,GOOD,
1166,5,AIRWAT3,EVOSTC,AW03,10110603273405,HAND,WATER,,,04-Apr-89,1989,ELEAI,SHORT,NMFS ABL,60.535,-147.568,ENV,GOOD,
1167,5,AIRWAT3,EVOSTC,AW03,10111603273405,HAND,WATER,,,04-Apr-89,1989,ELEAI,SHORT,NMFS ABL,60.535,-147.568,ENV,GOOD,
1168,1,AIRWAT3,EVOSTC,AW03,00101279075795,HAND,WATER,,,02-Apr-89,1989,ESHAB,SHORT,NMFS ABL,60.465,-147.966,ENV,GOOD,
1169,1,AIRWAT3,EVOSTC,AW03,00110279075795,HAND,WATER,,,02-Apr-89,1989,ESHAB,SHORT,NMFS ABL,60.465,-147.966,ENV,GOOD,
1170,1,AIRWAT3,EVOSTC,AW03,00111279075795,HAND,WATER,,,02-Apr-89,1989,ESHAB,SHORT,NMFS ABL,60.465,-147.966,ENV,GOOD,
1172,5,AIRWAT3,EVOSTC,AW03,10110279075795,HAND,WATER,,,02-Apr-89,1989,ESHAB,SHORT,NMFS ABL,60.465,-147.966,ENV,GOOD,
1173,5,AIRWAT3,EVOSTC,AW03,10111279075795,HAND,WATER,,,02-Apr-89,1989,ESHAB,SHORT,NMFS ABL,60.465,-147.966,ENV,GOOD,
1174,1,AIRWAT3,EVOSTC,AW03,00101248975739,HAND,WATER,,,02-Apr-89,1989,GRANB,SHORT,NMFS ABL,60.415,-147.956,ENV,GOOD,
1175,1,AIRWAT3,EVOSTC,AW03,00110248975739,HAND,WATER,,,02-Apr-89,1989,GRANB,SHORT,NMFS ABL,60.415,-147.956,ENV,GOOD,
1176,1,AIRWAT3,EVOSTC,AW03,00111248975739,HAND,WATER,,,02-Apr-89,1989,GRANB,SHORT,NMFS ABL,60.415,-147.956,ENV,GOOD,
1177,5,AIRWAT3,EVOSTC,AW03,10101248975739,HAND,WATER,,,02-Apr-89,1989,GRANB,SHORT,NMFS ABL,60.415,-147.956,ENV,GOOD,
1178,5,AIRWAT3,EVOSTC,AW03,10110248975739,HAND,WATER,,,02-Apr-89,1989,GRANB,SHORT,NMFS ABL,60.415,-147.956,ENV,GOOD,
1179,5,AIRWAT3,EVOSTC,AW03,10111248975739,HAND,WATER,,,02-Apr-89,1989,GRANB,SHORT,NMFS ABL,60.415,-147.956,ENV,GOOD,
1180,1,AIRWAT3,EVOSTC,AW03,00101139475718,HAND,WATER,,,02-Apr-89,1989,SQUII,SHORT,NMFS ABL,60.232,-147.953,ENV,GOOD,
1181,1,AIRWAT3,EVOSTC,AW03,00110139475718,HAND,WATER,,,02-Apr-89,1989,SQUII,SHORT,NMFS ABL,60.232,-147.953,ENV,GOOD,
1182,1,AIRWAT3,EVOSTC,AW03,00111139475718,HAND,WATER,,,02-Apr-89,1989,SQUII,SHORT,NMFS ABL,60.232,-147.953,ENV,GOOD,
1183,5,AIRWAT3,EVOSTC,AW03,10101139475718,HAND,WATER,,,02-Apr-89,1989,SQUII,SHORT,NMFS ABL,60.232,-147.953,ENV,GOOD,
1184,5,AIRWAT3,EVOSTC,AW03,10110139475718,HAND,WATER,,,02-Apr-89,1989,SQUII,SHORT,NMFS ABL,60.232,-147.953,ENV,GOOD,
1185,5,AIRWAT3,EVOSTC,AW03,10111139475718,HAND,WATER,,,02-Apr-89,1989,SQUII,SHORT,NMFS ABL,60.232,-147.953,ENV,GOOD,
1186,1,AIRWAT3,EVOSTC,AW03,00101076475502,HAND,WATER,,,02-Apr-89,1989,SHELB,SHORT,NMFS ABL,60.127,-147.917,ENV,GOOD,
1187,1,AIRWAT3,EVOSTC,AW03,00110076475502,HAND,WATER,,,02-Apr-89,1989,SHELB,SHORT,NMFS ABL,60.127,-147.917,ENV,GOOD,
1188,1,AIRWAT3,EVOSTC,AW03,00111076475502,HAND,WATER,,,02-Apr-89,1989,SHELB,SHORT,NMFS ABL,60.127,-147.917,ENV,GOOD,
1189,5,AIRWAT3,EVOSTC,AW03,10101076475502,HAND,WATER,,,02-Apr-89,1989,SHELB,SHORT,NMFS ABL,60.127,-147.917,ENV,GOOD,
1190,5,AIRWAT3,EVOSTC,AW03,10110076475502,HAND,WATER,,,02-Apr-89,1989,SHELB,SHORT,NMFS ABL,60.127,-147.917,ENV,GOOD,
1191,5,AIRWAT3,EVOSTC,AW03,10111076475502,HAND,WATER,,,02-Apr-89,1989,SHELB,SHORT,NMFS ABL,60.127,-147.917,ENV,GOOD,
1192,1,AIRWAT3,EVOSTC,AW03,00101029375970,HAND,WATER,,,03-Apr-89,1989,SAWMB,SHORT,NMFS ABL,60.056,-148.015,ENV,GOOD,
1193,1,AIRWAT3,EVOSTC,AW03,00110029375970,HAND,WATER,,,03-Apr-89,1989,SAWMB,SHORT,NMFS ABL,60.056,-148.015,ENV,GOOD,
1194,1,AIRWAT3,EVOSTC,AW03,00111029375970,HAND,WATER,,,03-Apr-89,1989,SAWMB,SHORT,NMFS ABL,60.056,-148.015,ENV,GOOD,
1195,5,AIRWAT3,EVOSTC,AW03,10101029375970,HAND,WATER,,,02-Apr-89,1989,SAWMB,SHORT,NMFS ABL,60.056,-148.015,ENV,GOOD,
1196,5,AIRWAT3,EVOSTC,AW03,10110029375970,HAND,WATER,,,02-Apr-89,1989,SAWMB,SHORT,NMFS ABL,60.056,-148.015,ENV,GOOD,
1197,5,AIRWAT3,EVOSTC,AW03,10111029375970,HAND,WATER,,,02-Apr-89,1989,SAWMB,SHORT,NMFS ABL,60.056,-148.015,ENV,GOOD,
1198,1,AIRWAT3,EVOSTC,AW03,00101050075064,HAND,WATER,,,03-Apr-89,1989,SLEEB,SHORT,NMFS ABL,60.083,-147.844,ENV,GOOD,
1199,1,AIRWAT3,EVOSTC,AW03,00110050075064,HAND,WATER,,,03-Apr-89,1989,SLEEB,SHORT,NMFS ABL,60.083,-147.844,ENV,GOOD,
1200,1,AIRWAT3,EVOSTC,AW03,00111050075064,HAND,WATER,,,03-Apr-89,1989,SLEEB,SHORT,NMFS ABL,60.083,-147.844,ENV,GOOD,
1201,5,AIRWAT3,EVOSTC,AW03,10101050075064,HAND,WATER,,,03-Apr-89,1989,SLEEB,SHORT,NMFS ABL,60.083,-147.844,ENV,GOOD,
1202,5,AIRWAT3,EVOSTC,AW03,10110050075064,HAND,WATER,,,03-Apr-89,1989,SLEEB,SHORT,NMFS ABL,60.083,-147.844,ENV,GOOD,
1203,5,AIRWAT3,EVOSTC,AW03,10111050075064,HAND,WATER,,,03-Apr-89,1989,SLEEB,SHORT,NMFS ABL,60.083,-147.844,ENV,GOOD,
1204,1,AIRWAT3,EVOSTC,AW03,00101045874080,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.076,-147.68,ENV,GOOD,
1205,1,AIRWAT3,EVOSTC,AW03,00110045874080,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.076,-147.68,ENV,GOOD,
1206,1,AIRWAT3,EVOSTC,AW03,00111045874080,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.076,-147.68,ENV,GOOD,
1207,5,AIRWAT3,EVOSTC,AW03,10101045874080,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.076,-147.68,ENV,GOOD,
1208,5,AIRWAT3,EVOSTC,AW03,10110045874080,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.076,-147.68,ENV,GOOD,
1210,1,AIRWAT3,EVOSTC,AW03,00101061272622,HAND,WATER,,,03-Apr-89,1989,MONTI,SHORT,NMFS ABL,60.102,-147.437,ENV,GOOD,
1211,1,AIRWAT3,EVOSTC,AW03,00110061272622,HAND,WATER,,,03-Apr-89,1989,MONTI,SHORT,NMFS ABL,60.102,-147.437,ENV,GOOD,
1212,1,AIRWAT3,EVOSTC,AW03,00111061272622,HAND,WATER,,,03-Apr-89,1989,MONTI,SHORT,NMFS ABL,60.102,-147.437,ENV,GOOD,
1213,5,AIRWAT3,EVOSTC,AW03,10101061272622,HAND,WATER,,,03-Apr-89,1989,MONTI,SHORT,NMFS ABL,60.102,-147.437,ENV,GOOD,
1215,5,AIRWAT3,EVOSTC,AW03,10110061272622,HAND,WATER,,,03-Apr-89,1989,MONTI,SHORT,NMFS ABL,60.102,-147.437,ENV,GOOD,
1216,5,AIRWAT3,EVOSTC,AW03,10111061272622,HAND,WATER,,,03-Apr-89,1989,MONTI,SHORT,NMFS ABL,60.102,-147.437,ENV,GOOD,
1217,1,AIRWAT3,EVOSTC,AW03,00101103773316,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.173,-147.553,ENV,GOOD,
1218,1,AIRWAT3,EVOSTC,AW03,00110103773316,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.173,-147.553,ENV,GOOD,
1219,1,AIRWAT3,EVOSTC,AW03,00111103773316,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.173,-147.553,ENV,GOOD,
1220,5,AIRWAT3,EVOSTC,AW03,10101103773316,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.173,-147.553,ENV,GOOD,
1221,5,AIRWAT3,EVOSTC,AW03,10110103773316,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.173,-147.553,ENV,GOOD,
1222,5,AIRWAT3,EVOSTC,AW03,10111103773316,HAND,WATER,,,03-Apr-89,1989,MONTS,SHORT,NMFS ABL,60.173,-147.553,ENV,GOOD,
1223,1,AIRWAT3,EVOSTC,AW03,00101144174292,HAND,WATER,,,03-Apr-89,1989,SNUGH,SHORT,NMFS ABL,60.24,-147.715,ENV,GOOD,
1224,1,AIRWAT3,EVOSTC,AW03,00110144174292,HAND,WATER,,,03-Apr-89,1989,SNUGH,SHORT,NMFS ABL,60.24,-147.715,ENV,GOOD,
1225,1,AIRWAT3,EVOSTC,AW03,00111144174292,HAND,WATER,,,03-Apr-89,1989,SNUGH,SHORT,NMFS ABL,60.24,-147.715,ENV,GOOD,
1226,5,AIRWAT3,EVOSTC,AW03,10101144174292,HAND,WATER,,,03-Apr-89,1989,SNUGH,SHORT,NMFS ABL,60.24,-147.715,ENV,GOOD,
1227,5,AIRWAT3,EVOSTC,AW03,10110144174292,HAND,WATER,,,03-Apr-89,1989,SNUGH,SHORT,NMFS ABL,60.24,-147.715,ENV,GOOD,
1228,5,AIRWAT3,EVOSTC,AW03,10111144174292,HAND,WATER,,,03-Apr-89,1989,SNUGH,SHORT,NMFS ABL,60.24,-147.715,ENV,GOOD,
1229,1,AIRWAT3,EVOSTC,AW03,00101149972340,HAND,WATER,,,03-Apr-89,1989,GREEI,SHORT,NMFS ABL,60.25,-147.39,ENV,GOOD,
1230,1,AIRWAT3,EVOSTC,AW03,00110149972340,HAND,WATER,,,03-Apr-89,1989,GREEI,SHORT,NMFS ABL,60.25,-147.39,ENV,GOOD,
