Sin,depth,Project,FundingSource,projectCode,invest,CollectMethod,matrix,SubMatrix,species,DateCollected,Year,location,sampler,agency,LAT,LONG,SampleType,QCERROR,comment
2599,5,AIRWAT3,EVOSTC,AW03,10101103773316,HAND,WATER,,,08-May-89,1989,MONTS,SHORT,NMFS ABL,60.173,-147.553,ENV,GOOD,
2602,1,AIRWAT3,EVOSTC,AW03,00101149972340,HAND,WATER,,,08-May-89,1989,SGREE,SHORT,NMFS ABL,60.25,-147.39,ENV,GOOD,
2605,5,AIRWAT3,EVOSTC,AW03,10101149972340,HAND,WATER,,,08-May-89,1989,SGREE,SHORT,NMFS ABL,60.25,-147.39,ENV,GOOD,
2608,1,AIRWAT3,EVOSTC,AW03,00101154071350,HAND,WATER,,,08-May-89,1989,PCHAL,SHORT,NMFS ABL,60.257,-147.225,ENV,GOOD,
2611,5,AIRWAT3,EVOSTC,AW03,10101154071350,HAND,WATER,,,08-May-89,1989,PCHAL,SHORT,NMFS ABL,60.257,-147.225,ENV,GOOD,
2614,1,AIRWAT3,EVOSTC,AW03,00101158772442,HAND,WATER,,,08-May-89,1989,GREEI,ROUNDS,NMFS ABL,60.271,-147.467,ENV,GOOD,
2617,5,AIRWAT3,EVOSTC,AW03,10101158772442,HAND,WATER,,,08-May-89,1989,GREEI,ROUNDS,NMFS ABL,60.271,-147.467,ENV,GOOD,
2620,1,AIRWAT3,EVOSTC,AW03,00101232473774,HAND,WATER,,,08-May-89,1989,BOISL,ROUNDS,NMFS ABL,60.387,-147.629,ENV,GOOD,
2623,5,AIRWAT3,EVOSTC,AW03,10101232473774,HAND,WATER,,,08-May-89,1989,BOISL,ROUNDS,NMFS ABL,60.387,-147.629,ENV,GOOD,
2626,1,AIRWAT3,EVOSTC,AW03,00101238773013,HAND,WATER,,,08-May-89,1989,MONTS,ROUNDS,NMFS ABL,60.398,-147.502,ENV,GOOD,
2629,5,AIRWAT3,EVOSTC,AW03,10101238773013,HAND,WATER,,,08-May-89,1989,MONTS,ROUNDS,NMFS ABL,60.398,-147.502,ENV,GOOD,
2632,,AIRWAT3,EVOSTC,AW03,MB11701,CAMU,TISSUE,WHOLE,MUSS,27-Apr-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2633,,AIRWAT3,EVOSTC,AW03,MB11710,CAMU,TISSUE,WHOLE,MUSS,27-Apr-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2634,,AIRWAT3,EVOSTC,AW03,MB11711,CAMU,TISSUE,WHOLE,MUSS,27-Apr-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2635,,AIRWAT3,EVOSTC,AW03,MB124,CAMU,TISSUE,WHOLE,MUSS,04-May-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2646,,AIRWAT3,EVOSTC,AW03,MB129C,CAMU,TISSUE,WHOLE,MUSS,09-May-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2651,,AIRWAT3,EVOSTC,AW03,MB129H,CAMU,TISSUE,WHOLE,MUSS,09-May-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2657,,AIRWAT3,EVOSTC,AW03,MB129N,CAMU,TISSUE,WHOLE,MUSS,09-May-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2658,,AIRWAT3,EVOSTC,AW03,MB129O,CAMU,TISSUE,WHOLE,MUSS,09-May-89,1989,NA,SHORT,NMFS ABL,,,ENV,GOOD,
2681,0,FSHSHL13,EVOSTC,FS13,S-077,SPOO,SEDIMENT,,,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2684,0,FSHSHL13,EVOSTC,FS13,S-080,SPOO,SEDIMENT,,,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2686,0,FSHSHL13,EVOSTC,FS13,H-029-P,SHOV,TISSUE,WHOLE,PCLA,03-May-89,1989,GIBBO,TROWBRIDGE,ADF&G,60.271,-147.435,ENV,GOOD,
2687,0,FSHSHL13,EVOSTC,FS13,H-030-P,SHOV,TISSUE,WHOLE,PCLA,03-May-89,1989,GIBBO,TROWBRIDGE,ADF&G,60.271,-147.435,ENV,GOOD,
2688,0,FSHSHL13,EVOSTC,FS13,H-031-P,SHOV,TISSUE,WHOLE,PCLA,03-May-89,1989,GIBBO,TROWBRIDGE,ADF&G,60.271,-147.435,ENV,GOOD,
2689,0,FSHSHL13,EVOSTC,FS13,H-032-S,SHOV,TISSUE,WHOLE,SCLA,03-May-89,1989,GIBBO,TROWBRIDGE,ADF&G,60.271,-147.435,ENV,GOOD,
2690,0,FSHSHL13,EVOSTC,FS13,H-033-S,SHOV,TISSUE,WHOLE,SCLA,03-May-89,1989,GIBBO,TROWBRIDGE,ADF&G,60.271,-147.435,ENV,GOOD,
2691,0,FSHSHL13,EVOSTC,FS13,H-034-S,SHOV,TISSUE,WHOLE,SCLA,03-May-89,1989,GIBBO,TROWBRIDGE,ADF&G,60.271,-147.435,ENV,GOOD,
2692,0,FSHSHL13,EVOSTC,FS13,H-035-C,SHOV,TISSUE,WHOLE,CLIN,03-May-89,1989,GIBBO,TROWBRIDGE,ADF&G,60.271,-147.435,ENV,GOOD,
2693,0,FSHSHL13,EVOSTC,FS13,H-036-P,SHOV,TISSUE,WHOLE,PCLA,04-May-89,1989,SNUGH,TROWBRIDGE,ADF&G,60.267,-147.748,ENV,GOOD,
2694,0,FSHSHL13,EVOSTC,FS13,H-037-P,SHOV,TISSUE,WHOLE,PCLA,04-May-89,1989,SNUGH,TROWBRIDGE,ADF&G,60.267,-147.748,ENV,GOOD,
2695,0,FSHSHL13,EVOSTC,FS13,H-038-P,SHOV,TISSUE,WHOLE,PCLA,04-May-89,1989,SNUGH,TROWBRIDGE,ADF&G,60.267,-147.748,ENV,GOOD,
2696,0,FSHSHL13,EVOSTC,FS13,H-039-S,SHOV,TISSUE,WHOLE,SCLA,04-May-89,1989,SNUGH,TROWBRIDGE,ADF&G,60.267,-147.748,ENV,GOOD,
2697,0,FSHSHL13,EVOSTC,FS13,H-040-S,SHOV,TISSUE,WHOLE,SCLA,04-May-89,1989,SNUGH,TROWBRIDGE,ADF&G,60.267,-147.748,ENV,GOOD,
2698,0,FSHSHL13,EVOSTC,FS13,H-041-P,SHOV,TISSUE,WHOLE,PCLA,05-May-89,1989,WILSB,TROWBRIDGE,ADF&G,60.034,-147.929,ENV,GOOD,
2699,0,FSHSHL13,EVOSTC,FS13,H-042-P,SHOV,TISSUE,WHOLE,PCLA,05-May-89,1989,WILSB,TROWBRIDGE,ADF&G,60.034,-147.929,ENV,GOOD,
2700,0,FSHSHL13,EVOSTC,FS13,H-043-P,SHOV,TISSUE,WHOLE,PCLA,05-May-89,1989,WILSB,TROWBRIDGE,ADF&G,60.034,-147.929,ENV,GOOD,
2702,0,FSHSHL13,EVOSTC,FS13,H-045-S,SHOV,TISSUE,WHOLE,SCLA,05-May-89,1989,WILSB,TROWBRIDGE,ADF&G,60.034,-147.929,ENV,GOOD,
2703,0,FSHSHL13,EVOSTC,FS13,H-046-P,SHOV,TISSUE,WHOLE,PCLA,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2704,0,FSHSHL13,EVOSTC,FS13,H-047-P,SHOV,TISSUE,WHOLE,PCLA,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2705,0,FSHSHL13,EVOSTC,FS13,H-048-P,SHOV,TISSUE,WHOLE,PCLA,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2706,0,FSHSHL13,EVOSTC,FS13,H-049-S,SHOV,TISSUE,WHOLE,SCLA,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2707,0,FSHSHL13,EVOSTC,FS13,H-050-S,SHOV,TISSUE,WHOLE,SCLA,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2708,0,FSHSHL13,EVOSTC,FS13,H-051-S,SHOV,TISSUE,WHOLE,SCLA,06-May-89,1989,FOXFA,TROWBRIDGE,ADF&G,59.968,-148.14,ENV,GOOD,
2722,,FSHSHL16,EVOSTC,FS16,,HAND,TISSUE,WHOLE,OYST,17-May-89,1989,SALMP,MOLES,NMFS ABL,60.594,-145.8,ENV,GOOD,
2723,,FSHSHL16,EVOSTC,FS16,,HAND,TISSUE,WHOLE,OYST,17-May-89,1989,DEEPB,MOLES,NMFS ABL,60.587,-145.782,ENV,GOOD,
2724,,FSHSHL16,EVOSTC,FS16,,HAND,TISSUE,WHOLE,OYST,13-May-89,1989,FAIRI,MOLES,NMFS ABL,60.896,-147.456,ENV,GOOD,
2725,,FSHSHL16,EVOSTC,FS16,,HAND,TISSUE,WHOLE,OYST,13-May-89,1989,PERRI,MOLES,NMFS ABL,60.682,-147.917,ENV,GOOD,
2812,,FSHSHL18,EVOSTC,FS18,5,TRAW,TISSUE,HEPAT,TANN,19-May-89,1989,PWELL,HAIGHT,NMFS ABL,60.831,-148.191,ENV,GOOD,
2814,,FSHSHL18,EVOSTC,FS18,6,TRAW,TISSUE,HEPAT,TANN,21-May-89,1989,GREEI,HAIGHT,NMFS ABL,60.191,-147.906,ENV,GOOD,
2860,,FSHSHL18,EVOSTC,FS18,22,TRAW,TISSUE,HEPAT,TANN,22-May-89,1989,MONTL,HAIGHT,NMFS ABL,60.217,-147.666,ENV,GOOD,
2862,,FSHSHL18,EVOSTC,FS18,23,TRAW,TISSUE,HEPAT,TANN,22-May-89,1989,MONTL,HAIGHT,NMFS ABL,60.217,-147.666,ENV,GOOD,
2864,,FSHSHL18,EVOSTC,FS18,24,TRAW,TISSUE,HEPAT,TANN,22-May-89,1989,MONTL,HAIGHT,NMFS ABL,60.217,-147.666,ENV,GOOD,
2891,,FSHSHL18,EVOSTC,FS18,35,TRAW,TISSUE,EGG,TANN,23-May-89,1989,MONTL,HAIGHT,NMFS ABL,60.004,-147.831,ENV,GOOD,
2892,,FSHSHL18,EVOSTC,FS18,36,TRAW,TISSUE,EGG,TANN,23-May-89,1989,MONTL,HAIGHT,NMFS ABL,60.004,-147.831,ENV,GOOD,
2893,,FSHSHL18,EVOSTC,FS18,37,TRAW,TISSUE,EGG,TANN,23-Jun-89,1989,MONTL,HAIGHT,NMFS ABL,60.004,-147.831,ENV,GOOD,
2943,,FSHSHL18,EVOSTC,FS18,55,TRAW,TISSUE,EGG,TANN,26-May-89,1989,MONTU,HAIGHT,NMFS ABL,60.451,-147.481,ENV,GOOD,
2944,,FSHSHL18,EVOSTC,FS18,55,TRAW,TISSUE,HEPAT,TANN,26-May-89,1989,MONTU,HAIGHT,NMFS ABL,60.451,-147.481,ENV,GOOD,
2945,,FSHSHL18,EVOSTC,FS18,56,TRAW,TISSUE,EGG,TANN,26-May-89,1989,MONTU,HAIGHT,NMFS ABL,60.451,-147.481,ENV,GOOD,
2947,,FSHSHL18,EVOSTC,FS18,56,TRAW,TISSUE,HEPAT,TANN,26-May-89,1989,MONTU,HAIGHT,NMFS ABL,60.451,-147.481,ENV,GOOD,
2948,,FSHSHL18,EVOSTC,FS18,57,TRAW,TISSUE,EGG,TANN,26-May-89,1989,MONTU,HAIGHT,NMFS ABL,60.451,-147.481,ENV,GOOD,
2950,,FSHSHL18,EVOSTC,FS18,57,TRAW,TISSUE,HEPAT,TANN,26-May-89,1989,MONTU,HAIGHT,NMFS ABL,60.451,-147.481,ENV,GOOD,
3000,1,FSHSHL4,EVOSTC,FS04,31000-1A,SSAM,WATER,,,29-Apr-89,1989,HERRB,CARLS,NMFS ABL,60.451,-147.72,ENV,GOOD,
3004,-1.49,FSHSHL4,EVOSTC,FS04,31102,SPOO,SEDIMENT,,,29-Apr-89,1989,HERRB,CARLS,NMFS ABL,60.457,-147.708,ENV,GOOD,
3005,-1.98,FSHSHL4,EVOSTC,FS04,31202,SPOO,SEDIMENT,,,29-Apr-89,1989,HERRB,CARLS,NMFS ABL,60.452,-147.707,ENV,GOOD,
3006,,FSHSHL4,EVOSTC,FS04,31202,HAND,TISSUE,WHOLE,MUSS,29-Apr-89,1989,HERRB,CARLS,NMFS ABL,60.452,-147.707,ENV,GOOD,
3013,,FSHSHL4,EVOSTC,FS04,21102,HAND,TISSUE,WHOLE,MUSS,30-Apr-89,1989,MCCLB,CARLS,NMFS ABL,60.492,-148.182,ENV,GOOD,
3018,,FSHSHL4,EVOSTC,FS04,1 OF 2 N=36,BSEI,TISSUE,WHOLE,PINK,01-May-89,1989,GOOSB,GUTHRIE,NMFS ABL,60.705,-148.227,ENV,GOOD,
3019,,FSHSHL4,EVOSTC,FS04,2 OF 2 N=35,BSEI,TISSUE,WHOLE,PINK,01-May-89,1989,GOOSB,GUTHRIE,NMFS ABL,60.705,-148.227,ENV,GOOD,
3020,,FSHSHL4,EVOSTC,FS04,22102,HAND,TISSUE,WHOLE,MUSS,01-May-89,1989,LONGB,GUTHRIE,NMFS ABL,60.682,-148.287,ENV,GOOD,
3023,,FSHSHL4,EVOSTC,FS04,22202-A,BSEI,TISSUE,CARCASS,PINK,01-May-89,1989,LONGB,GUTHRIE,NMFS ABL,60.695,-148.265,ENV,GOOD,
3024,-0.72,FSHSHL4,EVOSTC,FS04,32102,SPOO,SEDIMENT,,,02-May-89,1989,SNUGH,CARLS,NMFS ABL,60.263,-147.767,ENV,GOOD,
3025,-0.8,FSHSHL4,EVOSTC,FS04,32202,SPOO,SEDIMENT,,,02-May-89,1989,SNUGH,CARLS,NMFS ABL,60.26,-147.747,ENV,GOOD,
3026,,FSHSHL4,EVOSTC,FS04,32000,HAND,TISSUE,WHOLE,MUSS,02-May-89,1989,SNUGH,CARLS,NMFS ABL,60.25,-147.738,ENV,GOOD,
3031,,FSHSHL4,EVOSTC,FS04,32000-A,DNET,TISSUE,WHOLE,PINK,02-May-89,1989,SNUGH,CARLS,NMFS ABL,60.237,-147.732,ENV,GOOD,
3032,,FSHSHL4,EVOSTC,FS04,32000-B,DNET,TISSUE,WHOLE,PINK,02-May-89,1989,SNUGH,CARLS,NMFS ABL,60.237,-147.732,ENV,GOOD,
3033,,FSHSHL4,EVOSTC,FS04,32000-C,DNET,TISSUE,CARCASS,PINK,02-May-89,1989,SNUGH,CARLS,NMFS ABL,60.237,-147.732,ENV,GOOD,
3034,-1.12,FSHSHL4,EVOSTC,FS04,34202,SPOO,SEDIMENT,,,02-May-89,1989,PWALE,GUTHRIE,NMFS ABL,60.15,-148.062,ENV,GOOD,
3035,,FSHSHL4,EVOSTC,FS04,34202,HAND,TISSUE,WHOLE,MUSS,02-May-89,1989,PWALE,GUTHRIE,NMFS ABL,60.15,-148.062,ENV,GOOD,
3036,-1.89,FSHSHL4,EVOSTC,FS04,34102,SPOO,SEDIMENT,,,02-May-89,1989,PWALE,GUTHRIE,NMFS ABL,60.168,-148.055,ENV,GOOD,
3037,,FSHSHL4,EVOSTC,FS04,34102-A,BSEI,TISSUE,WHOLE,PINK,02-May-89,1989,PWALE,GUTHRIE,NMFS ABL,60.168,-148.055,ENV,GOOD,
3038,,FSHSHL4,EVOSTC,FS04,34102-B,BSEI,TISSUE,WHOLE,PINK,02-May-89,1989,PWALE,GUTHRIE,NMFS ABL,60.168,-148.055,ENV,GOOD,
3039,,FSHSHL4,EVOSTC,FS04,34102-C,BSEI,TISSUE,CARCASS,PINK,02-May-89,1989,PWALE,GUTHRIE,NMFS ABL,60.168,-148.055,ENV,GOOD,
3048,,FSHSHL4,EVOSTC,FS04,33202-A,BSEI,TISSUE,FRY,PINK,03-May-89,1989,KNIGI,GUTHRIE,NMFS ABL,60.457,-147.795,ENV,GOOD,
3049,,FSHSHL4,EVOSTC,FS04,33202-B,BSEI,TISSUE,CARCASS,PINK,03-May-89,1989,KNIGI,GUTHRIE,NMFS ABL,60.457,-147.795,ENV,GOOD,
3050,,FSHSHL4,EVOSTC,FS04,33202-C,HAND,TISSUE,FRY,PINK,03-May-89,1989,KNIGI,GUTHRIE,NMFS ABL,60.457,-147.795,ENV,GOOD,
3051,,FSHSHL4,EVOSTC,FS04,33202,SPOO,TISSUE,WHOLE,MUSS,03-May-89,1989,KNIGI,GUTHRIE,NMFS ABL,60.457,-147.795,ENV,GOOD,
3052,-2,FSHSHL4,EVOSTC,FS04,33202,SPOO,SEDIMENT,,,03-May-89,1989,KNIGI,GUTHRIE,NMFS ABL,60.457,-147.795,ENV,GOOD,
3053,-0.88,FSHSHL4,EVOSTC,FS04,33102,SPOO,SEDIMENT,,,03-May-89,1989,KNIGI,GUTHRIE,NMFS ABL,60.472,-147.79,ENV,GOOD,
3054,-0.68,FSHSHL4,EVOSTC,FS04,23202,SPOO,SEDIMENT,,,04-May-89,1989,CULRP,GUTHRIE,NMFS ABL,60.658,-148.215,ENV,GOOD,
3055,,FSHSHL4,EVOSTC,FS04,23202,BSEI,TISSUE,FRY,PINK,04-May-89,1989,CULRP,GUTHRIE,NMFS ABL,60.658,-148.215,ENV,GOOD,
3056,,FSHSHL4,EVOSTC,FS04,23202,BSEI,TISSUE,FRY,PINK,04-May-89,1989,CULRP,GUTHRIE,NMFS ABL,60.658,-148.215,ENV,GOOD,
3057,,FSHSHL4,EVOSTC,FS04,23202,BSEI,TISSUE,FRY,PINK,04-May-89,1989,CULRP,GUTHRIE,NMFS ABL,60.658,-148.215,ENV,GOOD,
3062,-1.55,FSHSHL4,EVOSTC,FS04,23102,SPOO,SEDIMENT,,,04-May-89,1989,CULRP,GUTHRIE,NMFS ABL,60.663,-148.223,ENV,GOOD,
3063,,FSHSHL4,EVOSTC,FS04,23102,HAND,TISSUE,WHOLE,MUSS,04-May-89,1989,CULRP,GUTHRIE,NMFS ABL,60.663,-148.223,ENV,GOOD,
3064,0.17,FSHSHL4,EVOSTC,FS04,24102,SPOO,SEDIMENT,,,05-May-89,1989,WELLP,GUTHRIE,NMFS ABL,60.755,-148.192,ENV,GOOD,
3065,,FSHSHL4,EVOSTC,FS04,24102,HAND,TISSUE,WHOLE,MUSS,05-May-89,1989,WELLP,GUTHRIE,NMFS ABL,60.755,-148.192,ENV,GOOD,
3066,,FSHSHL4,EVOSTC,FS04,24102,BSEI,TISSUE,FRY,PINK,05-May-89,1989,WELLP,GUTHRIE,NMFS ABL,60.755,-148.192,ENV,GOOD,
3067,,FSHSHL4,EVOSTC,FS04,24102,BSEI,TISSUE,FRY,PINK,05-May-89,1989,WELLP,GUTHRIE,NMFS ABL,60.755,-148.192,ENV,GOOD,
3068,,FSHSHL4,EVOSTC,FS04,24102,BSEI,TISSUE,FRY,PINK,05-May-89,1989,WELLP,GUTHRIE,NMFS ABL,60.755,-148.192,ENV,GOOD,
3069,-2.79,FSHSHL4,EVOSTC,FS04,24202,SPOO,SEDIMENT,,,05-May-89,1989,WELLP,GUTHRIE,NMFS ABL,60.755,-148.182,ENV,GOOD,
3132,,FSHSHL4,EVOSTC,FS04,31000,BSEI,TISSUE,FRY,PINK,07-May-89,1989,HERRB,GISH,NMFS ABL,60.452,-147.707,ENV,GOOD,
3133,,FSHSHL4,EVOSTC,FS04,31000,BSEI,TISSUE,FRY,PINK,07-May-89,1989,HERRB,GISH,NMFS ABL,60.452,-147.707,ENV,GOOD,
3134,,FSHSHL4,EVOSTC,FS04,31000,BSEI,TISSUE,CARCASS,PINK,07-May-89,1989,HERRB,GISH,NMFS ABL,60.452,-147.707,ENV,GOOD,
3152,0.75,FSHSHL4,EVOSTC,FS04,22112-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.682,-148.287,ENV,GOOD,
3153,-1.3,FSHSHL4,EVOSTC,FS04,22122-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.682,-148.287,ENV,GOOD,
3154,-3.23,FSHSHL4,EVOSTC,FS04,22132-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.682,-148.287,ENV,GOOD,
3155,-5.24,FSHSHL4,EVOSTC,FS04,22142-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.682,-148.287,ENV,GOOD,
3156,-7.29,FSHSHL4,EVOSTC,FS04,22152-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.682,-148.287,ENV,GOOD,
3157,-9.3,FSHSHL4,EVOSTC,FS04,22162-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.682,-148.287,ENV,GOOD,
3158,0.75,FSHSHL4,EVOSTC,FS04,22212-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.695,-148.265,ENV,GOOD,
3159,-1.3,FSHSHL4,EVOSTC,FS04,22222-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.695,-148.265,ENV,GOOD,
3160,-3.23,FSHSHL4,EVOSTC,FS04,22232-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.695,-148.265,ENV,GOOD,
3161,-5.24,FSHSHL4,EVOSTC,FS04,22242-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.695,-148.265,ENV,GOOD,
3162,-7.29,FSHSHL4,EVOSTC,FS04,22252-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.695,-148.265,ENV,GOOD,
3163,-9.3,FSHSHL4,EVOSTC,FS04,22262-TT,SPOO,SEDIMENT,,,08-May-89,1989,LONGB,GISH,NMFS ABL,60.695,-148.265,ENV,GOOD,
3172,,FSHSHL4,EVOSTC,FS04,32000,DNET,TISSUE,CARCASS,PINK,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.25,-147.737,ENV,GOOD,
3173,,FSHSHL4,EVOSTC,FS04,32000,DNET,TISSUE,FRY,PINK,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.25,-147.737,ENV,GOOD,
3174,,FSHSHL4,EVOSTC,FS04,32000,DNET,TISSUE,FRY,PINK,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.25,-147.737,ENV,GOOD,
3176,0.81,FSHSHL4,EVOSTC,FS04,32212-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.26,-147.747,ENV,GOOD,
3177,-1.24,FSHSHL4,EVOSTC,FS04,32222-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.26,-147.747,ENV,GOOD,
3178,-3.26,FSHSHL4,EVOSTC,FS04,32232-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.26,-147.747,ENV,GOOD,
3179,-5.3,FSHSHL4,EVOSTC,FS04,32242-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.26,-147.747,ENV,GOOD,
3180,-7.33,FSHSHL4,EVOSTC,FS04,32252-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.26,-147.747,ENV,GOOD,
3181,-9.36,FSHSHL4,EVOSTC,FS04,32262-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.26,-147.747,ENV,GOOD,
3182,0.81,FSHSHL4,EVOSTC,FS04,32112-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.263,-147.767,ENV,GOOD,
3183,-1.24,FSHSHL4,EVOSTC,FS04,32122-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.263,-147.767,ENV,GOOD,
3184,-3.26,FSHSHL4,EVOSTC,FS04,32132-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.263,-147.767,ENV,GOOD,
3185,-5.3,FSHSHL4,EVOSTC,FS04,32142-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.263,-147.767,ENV,GOOD,
3186,-7.33,FSHSHL4,EVOSTC,FS04,32152-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.263,-147.767,ENV,GOOD,
3187,-9.36,FSHSHL4,EVOSTC,FS04,32162-TT,SPOO,SEDIMENT,,,09-May-89,1989,SNUGH,GISH,NMFS ABL,60.263,-147.767,ENV,GOOD,
3192,,FSHSHL4,EVOSTC,FS04,13000,HAND,TISSUE,WHOLE,MUSS,10-May-89,1989,PFIDA,GUTHRIE,NMFS ABL,60.775,-146.504,ENV,GOOD,
3201,,FSHSHL4,EVOSTC,FS04,11000,BSEI,TISSUE,FRY,PINK,11-May-89,1989,OLSEN,GUTHRIE,NMFS ABL,60.732,-146.206,ENV,GOOD,
3202,,FSHSHL4,EVOSTC,FS04,11000,BSEI,TISSUE,FRY,PINK,11-May-89,1989,OLSEN,GUTHRIE,NMFS ABL,60.732,-146.216,ENV,GOOD,
3203,,FSHSHL4,EVOSTC,FS04,11000,HAND,TISSUE,WHOLE,MUSS,11-May-89,1989,OLSEN,GUTHRIE,NMFS ABL,60.732,-146.216,ENV,GOOD,
3210,,FSHSHL4,EVOSTC,FS04,31003-A,DNET,TISSUE,CARCASS,PINK,13-May-89,1989,HERRB,CARLS,NMFS ABL,60.45,-147.71,ENV,GOOD,
3211,,FSHSHL4,EVOSTC,FS04,31003-B,DNET,TISSUE,CARCASS,PINK,13-May-89,1989,HERRB,CARLS,NMFS ABL,60.45,-147.71,ENV,GOOD,
3212,,FSHSHL4,EVOSTC,FS04,31003-C,DNET,TISSUE,FRY,PINK,13-May-89,1989,HERRB,CARLS,NMFS ABL,60.45,-147.71,ENV,GOOD,
3216,,FSHSHL4,EVOSTC,FS04,34103,HAND,TISSUE,WHOLE,MUSS,18-May-89,1989,PWALE,CARLS,NMFS ABL,60.168,-148.055,ENV,GOOD,
3219,,FSHSHL4,EVOSTC,FS04,31103(M),HAND,TISSUE,WHOLE,MUSS,14-May-89,1989,HERRB,CARLS,NMFS ABL,60.457,-147.708,ENV,GOOD,
3226,,FSHSHL4,EVOSTC,FS04,21003(M),HAND,TISSUE,WHOLE,MUSS,15-May-89,1989,MCCLB,CARLS,NMFS ABL,60.487,-148.185,ENV,GOOD,
3228,,FSHSHL4,EVOSTC,FS04,21303-A,CSEI,TISSUE,CARCASS,PINK,15-May-89,1989,MCCLB,CARLS,NMFS ABL,60.507,-148.182,ENV,GOOD,
3229,,FSHSHL4,EVOSTC,FS04,21303-B,CSEI,TISSUE,CARCASS,PINK,15-May-89,1989,MCCLB,CARLS,NMFS ABL,60.507,-148.182,ENV,GOOD,
3236,,FSHSHL4,EVOSTC,FS04,22203(M),HAND,TISSUE,WHOLE,MUSS,16-May-89,1989,LONGB,CARLS,NMFS ABL,60.695,-148.265,ENV,GOOD,
3237,,FSHSHL4,EVOSTC,FS04,22003,BSEI,TISSUE,FRY,PINK,16-May-89,1989,LONGB,CARLS,NMFS ABL,60.691,-148.267,ENV,GOOD,
3238,,FSHSHL4,EVOSTC,FS04,32003-A,DNET,TISSUE,CARCASS,PINK,16-May-89,1989,SNUGH,CARLS,NMFS ABL,60.257,-147.747,ENV,GOOD,
3247,,FSHSHL4,EVOSTC,FS04,32003(M),HAND,TISSUE,WHOLE,MUSS,17-May-89,1989,SNUGH,CARLS,NMFS ABL,60.25,-147.738,ENV,GOOD,
3251,,FSHSHL4,EVOSTC,FS04,34003-A,DNET,TISSUE,CARCASS,PINK,17-May-89,1989,PWALE,CARLS,NMFS ABL,60.11,-148.087,ENV,GOOD,
